bin,py_i,py_q,rtl_i,rtl_q,py_mag,rtl_mag,diff_i,diff_q
214,-30906,-4390,-30906,-4390,35296,35296,0,0
215,-30836,-4865,-30836,-4865,35701,35701,0,0
216,-30758,-5338,-30758,-5338,36096,36096,0,0
217,-30672,-5808,-30672,-5808,36480,36480,0,0
218,-30579,-6278,-30579,-6278,36857,36857,0,0
219,-30480,-6746,-30480,-6746,37226,37226,0,0
220,-30372,-7214,-30372,-7214,37586,37586,0,0
221,-30258,-7678,-30258,-7678,37936,37936,0,0
222,-30137,-8142,-30137,-8142,38279,38279,0,0
223,-30008,-8602,-30008,-8602,38610,38610,0,0
224,-29872,-9062,-29872,-9062,38934,38934,0,0
225,-29730,-9519,-29730,-9519,39249,39249,0,0
226,-29580,-9974,-29580,-9974,39554,39554,0,0
227,-29425,-10426,-29425,-10426,39851,39851,0,0
228,-29261,-10877,-29261,-10877,40138,40138,0,0
229,-29090,-11324,-29090,-11324,40414,40414,0,0
230,-28913,-11770,-28913,-11770,40683,40683,0,0
231,-28730,-12211,-28730,-12211,40941,40941,0,0
232,-28538,-12651,-28538,-12651,41189,41189,0,0
233,-28342,-13087,-28342,-13087,41429,41429,0,0
234,-28138,-13520,-28138,-13520,41658,41658,0,0
235,-27926,-13950,-27926,-13950,41876,41876,0,0
236,-27710,-14376,-27710,-14376,42086,42086,0,0
237,-27486,-14800,-27486,-14800,42286,42286,0,0
238,-27256,-15221,-27256,-15221,42477,42477,0,0
239,-27018,-15637,-27018,-15637,42655,42655,0,0
240,-26776,-16048,-26776,-16048,42824,42824,0,0
241,-26526,-16457,-26526,-16457,42983,42983,0,0
242,-26271,-16864,-26271,-16864,43135,43135,0,0
243,-26009,-17264,-26009,-17264,43273,43273,0,0
244,-25741,-17660,-25741,-17660,43401,43401,0,0
245,-25468,-18054,-25468,-18054,43522,43522,0,0
246,-25188,-18442,-25188,-18442,43630,43630,0,0
247,-24902,-18826,-24902,-18826,43728,43728,0,0
248,-24610,-19206,-24610,-19206,43816,43816,0,0
249,-24312,-19582,-24312,-19582,43894,43894,0,0
250,-24008,-19952,-24008,-19952,43960,43960,0,0
251,-23700,-20318,-23700,-20318,44018,44018,0,0
252,-23386,-20680,-23386,-20680,44066,44066,0,0
253,-23066,-21036,-23066,-21036,44102,44102,0,0
254,-22740,-21386,-22740,-21386,44126,44126,0,0
255,-22410,-21734,-22410,-21734,44144,44144,0,0
256,-22074,-22074,-22074,-22074,44148,44148,0,0
257,-21734,-22410,-21734,-22410,44144,44144,0,0
258,-21386,-22740,-21386,-22740,44126,44126,0,0
259,-21036,-23066,-21036,-23066,44102,44102,0,0
260,-20679,-23386,-20679,-23386,44065,44065,0,0
261,-20318,-23700,-20318,-23700,44018,44018,0,0
262,-19952,-24008,-19952,-24008,43960,43960,0,0
263,-19582,-24312,-19582,-24312,43894,43894,0,0
264,-19206,-24610,-19206,-24610,43816,43816,0,0
265,-18826,-24902,-18826,-24902,43728,43728,0,0
266,-18442,-25188,-18442,-25188,43630,43630,0,0
267,-18054,-25468,-18054,-25468,43522,43522,0,0
268,-17660,-25741,-17660,-25741,43401,43401,0,0
269,-17264,-26009,-17264,-26009,43273,43273,0,0
270,-16864,-26271,-16864,-26271,43135,43135,0,0
271,-16457,-26526,-16457,-26526,42983,42983,0,0
272,-16048,-26776,-16048,-26776,42824,42824,0,0
273,-15636,-27018,-15636,-27018,42654,42654,0,0
274,-15221,-27256,-15221,-27256,42477,42477,0,0
275,-14800,-27485,-14800,-27485,42285,42285,0,0
276,-14376,-27710,-14376,-27710,42086,42086,0,0
277,-13950,-27926,-13950,-27926,41876,41876,0,0
278,-13520,-28138,-13520,-28138,41658,41658,0,0
279,-13087,-28342,-13087,-28342,41429,41429,0,0
280,-12651,-28538,-12651,-28538,41189,41189,0,0
281,-12211,-28730,-12211,-28730,40941,40941,0,0
282,-11770,-28913,-11770,-28913,40683,40683,0,0
283,-11324,-29090,-11324,-29090,40414,40414,0,0
284,-10876,-29260,-10876,-29260,40136,40136,0,0
285,-10426,-29425,-10426,-29425,39851,39851,0,0
286,-9974,-29580,-9974,-29580,39554,39554,0,0
287,-9519,-29730,-9519,-29730,39249,39249,0,0
288,-9062,-29872,-9062,-29872,38934,38934,0,0
289,-8602,-30008,-8602,-30008,38610,38610,0,0
290,-8141,-30136,-8141,-30136,38277,38277,0,0
291,-7678,-30258,-7678,-30258,37936,37936,0,0
292,-7214,-30372,-7214,-30372,37586,37586,0,0
293,-6746,-30480,-6746,-30480,37226,37226,0,0
294,-6278,-30579,-6278,-30579,36857,36857,0,0
295,-5808,-30672,-5808,-30672,36480,36480,0,0
296,-5337,-30757,-5337,-30757,36094,36094,0,0
297,-4865,-30836,-4865,-30836,35701,35701,0,0
298,-4390,-30906,-4390,-30906,35296,35296,0,0
299,-3918,-30970,-3918,-30970,34888,34888,0,0
300,-3441,-31026,-3441,-31026,34467,34467,0,0
301,-2965,-31076,-2965,-31076,34041,34041,0,0
302,-2488,-31116,-2488,-31116,33604,33604,0,0
303,-2010,-31152,-2010,-31152,33162,33162,0,0
304,-1532,-31180,-1532,-31180,32712,32712,0,0
305,-1054,-31198,-1054,-31198,32252,32252,0,0
306,-574,-31212,-574,-31212,31786,31786,0,0
307,-96,-31216,-96,-31216,31312,31312,0,0
308,382,-31214,382,-31214,31596,31596,0,0
309,862,-31205,862,-31205,32067,32067,0,0
310,1340,-31189,1340,-31189,32529,32529,0,0
311,1818,-31164,1818,-31164,32982,32982,0,0
312,2296,-31132,2296,-31132,33428,33428,0,0
313,2774,-31093,2774,-31093,33867,33867,0,0
314,3250,-31048,3250,-31048,34298,34298,0,0
315,3726,-30994,3726,-30994,34720,34720,0,0
316,4201,-30932,4201,-30932,35133,35133,0,0
317,4674,-30864,4674,-30864,35538,35538,0,0
318,5148,-30790,5148,-30790,35938,35938,0,0
319,5620,-30707,5620,-30707,36327,36327,0,0
320,6090,-30618,6090,-30618,36708,36708,0,0
321,6558,-30520,6558,-30520,37078,37078,0,0
322,7026,-30416,7026,-30416,37442,37442,0,0
323,7492,-30304,7492,-30304,37796,37796,0,0
324,7956,-30186,7956,-30186,38142,38142,0,0
325,8418,-30060,8418,-30060,38478,38478,0,0
326,8877,-29928,8877,-29928,38805,38805,0,0
327,9336,-29788,9336,-29788,39124,39124,0,0
328,9792,-29640,9792,-29640,39432,39432,0,0
329,10245,-29488,10245,-29488,39733,39733,0,0
330,10696,-29327,10696,-29327,40023,40023,0,0
331,11144,-29160,11144,-29160,40304,40304,0,0
332,11592,-28984,11592,-28984,40576,40576,0,0
333,12034,-28804,12034,-28804,40838,40838,0,0
334,12474,-28616,12474,-28616,41090,41090,0,0
335,12912,-28421,12912,-28421,41333,41333,0,0
336,13347,-28220,13347,-28220,41567,41567,0,0
337,13778,-28012,13778,-28012,41790,41790,0,0
338,14206,-27796,14206,-27796,42002,42002,0,0
339,14630,-27575,14630,-27575,42205,42205,0,0
340,15052,-27348,15052,-27348,42400,42400,0,0
341,15470,-27114,15470,-27114,42584,42584,0,0
342,15884,-26874,15884,-26874,42758,42758,0,0
343,16294,-26627,16294,-26627,42921,42921,0,0
344,16700,-26374,16700,-26374,43074,43074,0,0
345,17104,-26114,17104,-26114,43218,43218,0,0
346,17502,-25849,17502,-25849,43351,43351,0,0
347,17897,-25578,17897,-25578,43475,43475,0,0
348,18286,-25300,18286,-25300,43586,43586,0,0
349,18673,-25018,18673,-25018,43691,43691,0,0
350,19054,-24728,19054,-24728,43782,43782,0,0
351,19431,-24432,19431,-24432,43863,43863,0,0
352,19804,-24130,19804,-24130,43934,43934,0,0
353,20170,-23825,20170,-23825,43995,43995,0,0
354,20534,-23512,20534,-23512,44046,44046,0,0
355,20893,-23196,20893,-23196,44089,44089,0,0
356,21246,-22871,21246,-22871,44117,44117,0,0
357,21594,-22542,21594,-22542,44136,44136,0,0
358,21937,-22208,21937,-22208,44145,44145,0,0
359,22276,-21870,22276,-21870,44146,44146,0,0
360,22608,-21525,22608,-21525,44133,44133,0,0
361,22935,-21176,22935,-21176,44111,44111,0,0
362,23258,-20822,23258,-20822,44080,44080,0,0
363,23576,-20462,23576,-20462,44038,44038,0,0
364,23886,-20098,23886,-20098,43984,43984,0,0
365,24191,-19730,24191,-19730,43921,43921,0,0
366,24491,-19356,24491,-19356,43847,43847,0,0
367,24786,-18978,24786,-18978,43764,43764,0,0
368,25073,-18596,25073,-18596,43669,43669,0,0
369,25355,-18210,25355,-18210,43565,43565,0,0
370,25632,-17818,25632,-17818,43450,43450,0,0
371,25903,-17422,25903,-17422,43325,43325,0,0
372,26166,-17023,26166,-17023,43189,43189,0,0
373,26424,-16620,26424,-16620,43044,43044,0,0
374,26677,-16212,26677,-16212,42889,42889,0,0
375,26922,-15802,26922,-15802,42724,42724,0,0
376,27160,-15388,27160,-15388,42548,42548,0,0
377,27394,-14968,27394,-14968,42362,42362,0,0
378,27620,-14546,27620,-14546,42166,42166,0,0
379,27840,-14120,27840,-14120,41960,41960,0,0
380,28054,-13693,28054,-13693,41747,41747,0,0
381,28260,-13260,28260,-13260,41520,41520,0,0
382,28460,-12826,28460,-12826,41286,41286,0,0
383,28654,-12388,28654,-12388,41042,41042,0,0
384,28841,-11946,28841,-11946,40787,40787,0,0
385,29020,-11502,29020,-11502,40522,40522,0,0
386,29192,-11056,29192,-11056,40248,40248,0,0
387,29360,-10607,29360,-10607,39967,39967,0,0
388,29518,-10156,29518,-10156,39674,39674,0,0
389,29671,-9702,29671,-9702,39373,39373,0,0
390,29816,-9246,29816,-9246,39062,39062,0,0
391,29954,-8786,29954,-8786,38740,38740,0,0
392,30085,-8326,30085,-8326,38411,38411,0,0
393,30209,-7864,30209,-7864,38073,38073,0,0
394,30328,-7400,30328,-7400,37728,37728,0,0
395,30438,-6934,30438,-6934,37372,37372,0,0
396,30540,-6466,30540,-6466,37006,37006,0,0
397,30636,-5996,30636,-5996,36632,36632,0,0
398,30724,-5526,30724,-5526,36250,36250,0,0
399,30805,-5053,30805,-5053,35858,35858,0,0
400,30879,-4580,30879,-4580,35459,35459,0,0
401,30945,-4107,30945,-4107,35052,35052,0,0
402,31005,-3632,31005,-3632,34637,34637,0,0
403,31056,-3155,31056,-3155,34211,34211,0,0
404,31102,-2678,31102,-2678,33780,33780,0,0
405,31138,-2202,31138,-2202,33340,33340,0,0
406,31170,-1723,31170,-1723,32893,32893,0,0
407,31192,-1245,31192,-1245,32437,32437,0,0
408,31207,-766,31207,-766,31973,31973,0,0
409,31216,-288,31216,-288,31504,31504,0,0
410,31216,192,31216,192,31408,31408,0,0
411,31209,669,31209,669,31878,31878,0,0
412,31196,1148,31196,1148,32344,32344,0,0
413,31174,1627,31174,1627,32801,32801,0,0
414,31145,2106,31145,2106,33251,33251,0,0
415,31110,2583,31110,2583,33693,33693,0,0
416,31066,3059,31066,3059,34125,34125,0,0
417,31016,3535,31016,3535,34551,34551,0,0
418,30958,4012,30958,4012,34970,34970,0,0
419,30892,4485,30892,4485,35377,35377,0,0
420,30820,4959,30820,4959,35779,35779,0,0
421,30740,5430,30740,5430,36170,36170,0,0
422,30653,5902,30653,5902,36555,36555,0,0
423,30559,6371,30559,6371,36930,36930,0,0
424,30458,6840,30458,6840,37298,37298,0,0
425,30350,7306,30350,7306,37656,37656,0,0
426,30234,7771,30234,7771,38005,38005,0,0
427,30111,8233,30111,8233,38344,38344,0,0
428,29981,8695,29981,8695,38676,38676,0,0
429,29844,9153,29844,9153,38997,38997,0,0
430,29700,9610,29700,9610,39310,39310,0,0
431,29549,10064,29549,10064,39613,39613,0,0
432,29392,10516,29392,10516,39908,39908,0,0
433,29226,10966,29226,10966,40192,40192,0,0
434,29056,11413,29056,11413,40469,40469,0,0
435,28877,11858,28877,11858,40735,40735,0,0
436,28692,12298,28692,12298,40990,40990,0,0
437,28499,12738,28499,12738,41237,41237,0,0
438,28300,13173,28300,13173,41473,41473,0,0
439,28095,13606,28095,13606,41701,41701,0,0
440,27883,14035,27883,14035,41918,41918,0,0
441,27664,14461,27664,14461,42125,42125,0,0
442,27439,14884,27439,14884,42323,42323,0,0
443,27209,15303,27209,15303,42512,42512,0,0
444,26970,15719,26970,15719,42689,42689,0,0
445,26726,16130,26726,16130,42856,42856,0,0
446,26476,16538,26476,16538,43014,43014,0,0
447,26218,16944,26218,16944,43162,43162,0,0
448,25956,17342,25956,17342,43298,43298,0,0
449,25687,17738,25687,17738,43425,43425,0,0
450,25411,18130,25411,18130,43541,43541,0,0
451,25130,18519,25130,18519,43649,43649,0,0
452,24843,18902,24843,18902,43745,43745,0,0
453,24550,19281,24550,19281,43831,43831,0,0
454,24252,19655,24252,19655,43907,43907,0,0
455,23946,20024,23946,20024,43970,43970,0,0
456,23638,20390,23638,20390,44028,44028,0,0
457,23322,20750,23322,20750,44072,44072,0,0
458,23001,21106,23001,21106,44107,44107,0,0
459,22675,21455,22675,21455,44130,44130,0,0
460,22342,21802,22342,21802,44144,44144,0,0
461,22006,22141,22006,22141,44147,44147,0,0
462,21664,22476,21664,22476,44140,44140,0,0
463,21315,22805,21315,22805,44120,44120,0,0
464,20963,23130,20963,23130,44093,44093,0,0
465,20606,23449,20606,23449,44055,44055,0,0
466,20244,23762,20244,23762,44006,44006,0,0
467,19876,24070,19876,24070,43946,43946,0,0
468,19506,24372,19506,24372,43878,43878,0,0
469,19129,24668,19129,24668,43797,43797,0,0
470,18749,24958,18749,24958,43707,43707,0,0
471,18364,25243,18364,25243,43607,43607,0,0
472,17974,25523,17974,25523,43497,43497,0,0
473,17580,25795,17580,25795,43375,43375,0,0
474,17182,26062,17182,26062,43244,43244,0,0
475,16782,26322,16782,26322,43104,43104,0,0
476,16376,26576,16376,26576,42952,42952,0,0
477,15966,26824,15966,26824,42790,42790,0,0
478,15554,27066,15554,27066,42620,42620,0,0
479,15136,27302,15136,27302,42438,42438,0,0
480,14715,27531,14715,27531,42246,42246,0,0
481,14292,27752,14292,27752,42044,42044,0,0
482,13864,27968,13864,27968,41832,41832,0,0
483,13433,28178,13433,28178,41611,41611,0,0
484,12999,28382,12999,28382,41381,41381,0,0
485,12562,28578,12562,28578,41140,41140,0,0
486,12122,28766,12122,28766,40888,40888,0,0
487,11680,28949,11680,28949,40629,40629,0,0
488,11234,29124,11234,29124,40358,40358,0,0
489,10786,29293,10786,29293,40079,40079,0,0
490,10336,29456,10336,29456,39792,39792,0,0
491,9883,29611,9883,29611,39494,39494,0,0
492,9427,29758,9427,29758,39185,39185,0,0
493,8970,29900,8970,29900,38870,38870,0,0
494,8510,30034,8510,30034,38544,38544,0,0
495,8048,30162,8048,30162,38210,38210,0,0
496,7586,30281,7586,30281,37867,37867,0,0
497,7120,30393,7120,30393,37513,37513,0,0
498,6652,30500,6652,30500,37152,37152,0,0
499,6184,30598,6184,30598,36782,36782,0,0
500,5714,30689,5714,30689,36403,36403,0,0
501,5243,30773,5243,30773,36016,36016,0,0
502,4769,30851,4769,30851,35620,35620,0,0
503,4296,30920,4296,30920,35216,35216,0,0
504,3821,30982,3821,30982,34803,34803,0,0
505,3345,31036,3345,31036,34381,34381,0,0
506,2868,31084,2868,31084,33952,33952,0,0
507,2392,31124,2392,31124,33516,33516,0,0
508,1914,31159,1914,31159,33073,33073,0,0
509,1436,31184,1436,31184,32620,32620,0,0
510,957,31202,957,31202,32159,32159,0,0
511,479,31214,479,31214,31693,31693,0,0
512,0,31217,0,31217,31217,31217,0,0
513,-480,31214,-480,31214,31694,31694,0,0
514,-958,31201,-958,31201,32159,32159,0,0
515,-1436,31184,-1436,31184,32620,32620,0,0
516,-1914,31158,-1914,31158,33072,33072,0,0
517,-2392,31124,-2392,31124,33516,33516,0,0
518,-2868,31084,-2868,31084,33952,33952,0,0
519,-3346,31036,-3346,31036,34382,34382,0,0
520,-3822,30981,-3822,30981,34803,34803,0,0
521,-4297,30920,-4297,30920,35217,35217,0,0
522,-4770,30851,-4770,30851,35621,35621,0,0
523,-5244,30773,-5244,30773,36017,36017,0,0
524,-5714,30689,-5714,30689,36403,36403,0,0
525,-6184,30598,-6184,30598,36782,36782,0,0
526,-6653,30500,-6653,30500,37153,37153,0,0
527,-7120,30393,-7120,30393,37513,37513,0,0
528,-7586,30281,-7586,30281,37867,37867,0,0
529,-8048,30161,-8048,30161,38209,38209,0,0
530,-8510,30034,-8510,30034,38544,38544,0,0
531,-8970,29899,-8970,29899,38869,38869,0,0
532,-9428,29758,-9428,29758,39186,39186,0,0
533,-9884,29611,-9884,29611,39495,39495,0,0
534,-10336,29456,-10336,29456,39792,39792,0,0
535,-10786,29293,-10786,29293,40079,40079,0,0
536,-11234,29124,-11234,29124,40358,40358,0,0
537,-11681,28949,-11681,28949,40630,40630,0,0
538,-12123,28766,-12123,28766,40889,40889,0,0
539,-12562,28578,-12562,28578,41140,41140,0,0
540,-13000,28381,-13000,28381,41381,41381,0,0
541,-13434,28178,-13434,28178,41612,41612,0,0
542,-13865,27968,-13865,27968,41833,41833,0,0
543,-14292,27752,-14292,27752,42044,42044,0,0
544,-14716,27530,-14716,27530,42246,42246,0,0
545,-15136,27302,-15136,27302,42438,42438,0,0
546,-15554,27066,-15554,27066,42620,42620,0,0
547,-15967,26824,-15967,26824,42791,42791,0,0
548,-16376,26576,-16376,26576,42952,42952,0,0
549,-16782,26322,-16782,26322,43104,43104,0,0
550,-17183,26062,-17183,26062,43245,43245,0,0
551,-17581,25795,-17581,25795,43376,43376,0,0
552,-17975,25522,-17975,25522,43497,43497,0,0
553,-18365,25243,-18365,25243,43608,43608,0,0
554,-18750,24958,-18750,24958,43708,43708,0,0
555,-19130,24668,-19130,24668,43798,43798,0,0
556,-19507,24372,-19507,24372,43879,43879,0,0
557,-19877,24070,-19877,24070,43947,43947,0,0
558,-20244,23762,-20244,23762,44006,44006,0,0
559,-20607,23449,-20607,23449,44056,44056,0,0
560,-20964,23130,-20964,23130,44094,44094,0,0
561,-21316,22805,-21316,22805,44121,44121,0,0
562,-21664,22476,-21664,22476,44140,44140,0,0
563,-22006,22141,-22006,22141,44147,44147,0,0
564,-22342,21802,-22342,21802,44144,44144,0,0
565,-22676,21455,-22676,21455,44131,44131,0,0
566,-23001,21105,-23001,21105,44106,44106,0,0
567,-23323,20750,-23323,20750,44073,44073,0,0
568,-23638,20390,-23638,20390,44028,44028,0,0
569,-23947,20024,-23947,20024,43971,43971,0,0
570,-24253,19655,-24253,19655,43908,43908,0,0
571,-24551,19281,-24551,19281,43832,43832,0,0
572,-24844,18902,-24844,18902,43746,43746,0,0
573,-25130,18519,-25130,18519,43649,43649,0,0
574,-25412,18130,-25412,18130,43542,43542,0,0
575,-25688,17738,-25688,17738,43426,43426,0,0
576,-25956,17342,-25956,17342,43298,43298,0,0
577,-26219,16944,-26219,16944,43163,43163,0,0
578,-26476,16538,-26476,16538,43014,43014,0,0
579,-26726,16130,-26726,16130,42856,42856,0,0
580,-26971,15719,-26971,15719,42690,42690,0,0
581,-27210,15303,-27210,15303,42513,42513,0,0
582,-27440,14884,-27440,14884,42324,42324,0,0
583,-27665,14461,-27665,14461,42126,42126,0,0
584,-27884,14035,-27884,14035,41919,41919,0,0
585,-28096,13606,-28096,13606,41702,41702,0,0
586,-28301,13173,-28301,13173,41474,41474,0,0
587,-28500,12738,-28500,12738,41238,41238,0,0
588,-28692,12298,-28692,12298,40990,40990,0,0
589,-28878,11858,-28878,11858,40736,40736,0,0
590,-29056,11413,-29056,11413,40469,40469,0,0
591,-29226,10966,-29226,10966,40192,40192,0,0
592,-29392,10516,-29392,10516,39908,39908,0,0
593,-29550,10064,-29550,10064,39614,39614,0,0
594,-29701,9610,-29701,9610,39311,39311,0,0
595,-29844,9152,-29844,9152,38996,38996,0,0
596,-29982,8695,-29982,8695,38677,38677,0,0
597,-30112,8233,-30112,8233,38345,38345,0,0
598,-30234,7771,-30234,7771,38005,38005,0,0
599,-30350,7306,-30350,7306,37656,37656,0,0
600,-30458,6840,-30458,6840,37298,37298,0,0
601,-30560,6371,-30560,6371,36931,36931,0,0
602,-30654,5902,-30654,5902,36556,36556,0,0
603,-30741,5430,-30741,5430,36171,36171,0,0
604,-30820,4959,-30820,4959,35779,35779,0,0
605,-30893,4485,-30893,4485,35378,35378,0,0
606,-30958,4012,-30958,4012,34970,34970,0,0
607,-31016,3535,-31016,3535,34551,34551,0,0
608,-31066,3059,-31066,3059,34125,34125,0,0
609,-31110,2583,-31110,2583,33693,33693,0,0
610,-31146,2106,-31146,2106,33252,33252,0,0
611,-31175,1627,-31175,1627,32802,32802,0,0
612,-31196,1148,-31196,1148,32344,32344,0,0
613,-31210,669,-31210,669,31879,31879,0,0
614,-31216,192,-31216,192,31408,31408,0,0
615,-31216,-288,-31216,-288,31504,31504,0,0
616,-31208,-766,-31208,-766,31974,31974,0,0
617,-31192,-1245,-31192,-1245,32437,32437,0,0
618,-31170,-1723,-31170,-1723,32893,32893,0,0
619,-31139,-2202,-31139,-2202,33341,33341,0,0
620,-31102,-2678,-31102,-2678,33780,33780,0,0
621,-31056,-3155,-31056,-3155,34211,34211,0,0
622,-31006,-3632,-31006,-3632,34638,34638,0,0
623,-30946,-4107,-30946,-4107,35053,35053,0,0
624,-30880,-4580,-30880,-4580,35460,35460,0,0
625,-30806,-5053,-30806,-5053,35859,35859,0,0
626,-30724,-5526,-30724,-5526,36250,36250,0,0
627,-30636,-5996,-30636,-5996,36632,36632,0,0
628,-30540,-6466,-30540,-6466,37006,37006,0,0
629,-30438,-6934,-30438,-6934,37372,37372,0,0
630,-30328,-7400,-30328,-7400,37728,37728,0,0
631,-30210,-7864,-30210,-7864,38074,38074,0,0
632,-30086,-8326,-30086,-8326,38412,38412,0,0
633,-29954,-8786,-29954,-8786,38740,38740,0,0
634,-29816,-9246,-29816,-9246,39062,39062,0,0
635,-29672,-9702,-29672,-9702,39374,39374,0,0
636,-29519,-10156,-29519,-10156,39675,39675,0,0
637,-29360,-10607,-29360,-10607,39967,39967,0,0
638,-29193,-11056,-29193,-11056,40249,40249,0,0
639,-29021,-11502,-29021,-11502,40523,40523,0,0
640,-28842,-11946,-28842,-11946,40788,40788,0,0
641,-28654,-12388,-28654,-12388,41042,41042,0,0
642,-28460,-12826,-28460,-12826,41286,41286,0,0
643,-28261,-13260,-28261,-13260,41521,41521,0,0
644,-28054,-13693,-28054,-13693,41747,41747,0,0
645,-27840,-14120,-27840,-14120,41960,41960,0,0
646,-27621,-14546,-27621,-14546,42167,42167,0,0
647,-27395,-14968,-27395,-14968,42363,42363,0,0
648,-27161,-15388,-27161,-15388,42549,42549,0,0
649,-26922,-15802,-26922,-15802,42724,42724,0,0
650,-26678,-16213,-26678,-16213,42891,42891,0,0
651,-26424,-16620,-26424,-16620,43044,43044,0,0
652,-26166,-17024,-26166,-17024,43190,43190,0,0
653,-25904,-17422,-25904,-17422,43326,43326,0,0
654,-25632,-17818,-25632,-17818,43450,43450,0,0
655,-25356,-18210,-25356,-18210,43566,43566,0,0
656,-25073,-18597,-25073,-18597,43670,43670,0,0
657,-24786,-18978,-24786,-18978,43764,43764,0,0
658,-24492,-19356,-24492,-19356,43848,43848,0,0
659,-24192,-19730,-24192,-19730,43922,43922,0,0
660,-23886,-20098,-23886,-20098,43984,43984,0,0
661,-23576,-20462,-23576,-20462,44038,44038,0,0
662,-23258,-20822,-23258,-20822,44080,44080,0,0
663,-22936,-21176,-22936,-21176,44112,44112,0,0
664,-22608,-21526,-22608,-21526,44134,44134,0,0
665,-22276,-21870,-22276,-21870,44146,44146,0,0
666,-21938,-22208,-21938,-22208,44146,44146,0,0
667,-21595,-22542,-21595,-22542,44137,44137,0,0
668,-21246,-22871,-21246,-22871,44117,44117,0,0
669,-20894,-23196,-20894,-23196,44090,44090,0,0
670,-20534,-23512,-20534,-23512,44046,44046,0,0
671,-20171,-23825,-20171,-23825,43996,43996,0,0
672,-19804,-24130,-19804,-24130,43934,43934,0,0
673,-19432,-24432,-19432,-24432,43864,43864,0,0
674,-19054,-24728,-19054,-24728,43782,43782,0,0
675,-18674,-25018,-18674,-25018,43692,43692,0,0
676,-18286,-25300,-18286,-25300,43586,43586,0,0
677,-17898,-25578,-17898,-25578,43476,43476,0,0
678,-17502,-25849,-17502,-25849,43351,43351,0,0
679,-17104,-26114,-17104,-26114,43218,43218,0,0
680,-16701,-26374,-16701,-26374,43075,43075,0,0
681,-16294,-26627,-16294,-26627,42921,42921,0,0
682,-15884,-26874,-15884,-26874,42758,42758,0,0
683,-15470,-27114,-15470,-27114,42584,42584,0,0
684,-15052,-27348,-15052,-27348,42400,42400,0,0
685,-14631,-27576,-14631,-27576,42207,42207,0,0
686,-14206,-27796,-14206,-27796,42002,42002,0,0
