bin,py_i,py_q,rtl_i,rtl_q,py_mag,rtl_mag,diff_i,diff_q
1774,-3,0,-3,0,3,3,0,0
1775,-4,1,-4,1,5,5,0,0
1776,-4,0,-4,0,4,4,0,0
1777,-4,0,-4,0,4,4,0,0
1778,-3,0,-3,0,3,3,0,0
1779,-3,-1,-3,-1,4,4,0,0
1780,-3,-2,-3,-2,5,5,0,0
1781,-3,-1,-3,-1,4,4,0,0
1782,-2,-2,-2,-2,4,4,0,0
1783,-2,-2,-2,-2,4,4,0,0
1784,-3,-2,-3,-2,5,5,0,0
1785,-2,-3,-2,-3,5,5,0,0
1786,-2,-3,-2,-3,5,5,0,0
1787,0,-2,0,-2,2,2,0,0
1788,-1,-4,-1,-4,5,5,0,0
1789,0,-3,0,-3,3,3,0,0
1790,0,-2,0,-2,2,2,0,0
1791,2,-1,2,-1,3,3,0,0
1792,1,-2,1,-2,3,3,0,0
1793,0,-1,0,-1,1,1,0,0
1794,1,-1,1,-1,2,2,0,0
1795,1,-1,1,-1,2,2,0,0
1796,1,-1,1,-1,2,2,0,0
1797,2,0,2,0,2,2,0,0
1798,2,0,2,0,2,2,0,0
1799,1,0,1,0,1,1,0,0
1800,2,1,2,1,3,3,0,0
1801,2,2,2,2,4,4,0,0
1802,1,1,1,1,2,2,0,0
1803,2,1,2,1,3,3,0,0
1804,2,2,2,2,4,4,0,0
1805,2,3,2,3,5,5,0,0
1806,1,3,1,3,4,4,0,0
1807,1,3,1,3,4,4,0,0
1808,1,4,1,4,5,5,0,0
1809,-1,3,-1,3,4,4,0,0
1810,-1,4,-1,4,5,5,0,0
1811,-1,4,-1,4,5,5,0,0
1812,-2,4,-2,4,6,6,0,0
1813,-2,4,-2,4,6,6,0,0
1814,-3,3,-3,3,6,6,0,0
1815,-4,2,-4,2,6,6,0,0
1816,-3,1,-3,1,4,4,0,0
1817,-4,2,-4,2,6,6,0,0
1818,-4,1,-4,1,5,5,0,0
1819,-4,1,-4,1,5,5,0,0
1820,-4,1,-4,1,5,5,0,0
1821,-6,1,-6,1,7,7,0,0
1822,-4,0,-4,0,4,4,0,0
1823,-3,-1,-3,-1,4,4,0,0
1824,-2,-2,-2,-2,4,4,0,0
1825,-3,0,-3,0,3,3,0,0
1826,-3,-1,-3,-1,4,4,0,0
1827,-2,-1,-2,-1,3,3,0,0
1828,-1,-2,-1,-2,3,3,0,0
1829,-2,-2,-2,-2,4,4,0,0
1830,-3,-3,-3,-3,6,6,0,0
1831,-2,-3,-2,-3,5,5,0,0
1832,0,-3,0,-3,3,3,0,0
1833,0,-2,0,-2,2,2,0,0
1834,-2,-3,-2,-3,5,5,0,0
1835,-1,-2,-1,-2,3,3,0,0
1836,0,-2,0,-2,2,2,0,0
1837,1,-2,1,-2,3,3,0,0
1838,1,-2,1,-2,3,3,0,0
1839,1,-3,1,-3,4,4,0,0
1840,1,-1,1,-1,2,2,0,0
1841,3,0,3,0,3,3,0,0
1842,3,0,3,0,3,3,0,0
1843,3,0,3,0,3,3,0,0
1844,3,-1,3,-1,4,4,0,0
1845,2,1,2,1,3,3,0,0
1846,1,1,1,1,2,2,0,0
1847,1,2,1,2,3,3,0,0
1848,1,3,1,3,4,4,0,0
1849,1,3,1,3,4,4,0,0
1850,1,3,1,3,4,4,0,0
1851,2,3,2,3,5,5,0,0
1852,2,4,2,4,6,6,0,0
1853,1,5,1,5,6,6,0,0
1854,0,4,0,4,4,4,0,0
1855,0,4,0,4,4,4,0,0
1856,-2,3,-2,3,5,5,0,0
1857,-2,3,-2,3,5,5,0,0
1858,-2,3,-2,3,5,5,0,0
1859,-2,3,-2,3,5,5,0,0
1860,-3,3,-3,3,6,6,0,0
1861,-2,2,-2,2,4,4,0,0
1862,-2,2,-2,2,4,4,0,0
1863,-3,2,-3,2,5,5,0,0
1864,-3,2,-3,2,5,5,0,0
1865,-4,2,-4,2,6,6,0,0
1866,-3,1,-3,1,4,4,0,0
1867,-4,2,-4,2,6,6,0,0
1868,-4,1,-4,1,5,5,0,0
1869,-4,1,-4,1,5,5,0,0
1870,-4,0,-4,0,4,4,0,0
1871,-4,-1,-4,-1,5,5,0,0
1872,-3,0,-3,0,3,3,0,0
1873,-3,-1,-3,-1,4,4,0,0
1874,-2,-2,-2,-2,4,4,0,0
1875,-2,-3,-2,-3,5,5,0,0
1876,-3,-3,-3,-3,6,6,0,0
1877,-2,-3,-2,-3,5,5,0,0
1878,-2,-2,-2,-2,4,4,0,0
1879,-1,-2,-1,-2,3,3,0,0
1880,0,-1,0,-1,1,1,0,0
1881,1,0,1,0,1,1,0,0
1882,0,-1,0,-1,1,1,0,0
1883,0,-1,0,-1,1,1,0,0
1884,2,-1,2,-1,3,3,0,0
1885,2,-1,2,-1,3,3,0,0
1886,2,-1,2,-1,3,3,0,0
1887,2,-1,2,-1,3,3,0,0
1888,1,0,1,0,1,1,0,0
1889,1,0,1,0,1,1,0,0
1890,0,1,0,1,1,1,0,0
1891,0,1,0,1,1,1,0,0
1892,2,0,2,0,2,2,0,0
1893,1,1,1,1,2,2,0,0
1894,1,3,1,3,4,4,0,0
1895,0,3,0,3,3,3,0,0
1896,0,2,0,2,2,2,0,0
1897,-1,4,-1,4,5,5,0,0
1898,0,3,0,3,3,3,0,0
1899,-1,2,-1,2,3,3,0,0
1900,0,3,0,3,3,3,0,0
1901,-1,3,-1,3,4,4,0,0
1902,-1,3,-1,3,4,4,0,0
1903,-1,3,-1,3,4,4,0,0
1904,-2,4,-2,4,6,6,0,0
1905,-3,3,-3,3,6,6,0,0
1906,-2,2,-2,2,4,4,0,0
1907,-2,2,-2,2,4,4,0,0
1908,-3,2,-3,2,5,5,0,0
1909,-2,2,-2,2,4,4,0,0
1910,-5,2,-5,2,7,7,0,0
1911,-3,1,-3,1,4,4,0,0
1912,-4,2,-4,2,6,6,0,0
1913,-4,1,-4,1,5,5,0,0
1914,-4,0,-4,0,4,4,0,0
1915,-4,0,-4,0,4,4,0,0
1916,-4,-1,-4,-1,5,5,0,0
1917,-2,-1,-2,-1,3,3,0,0
1918,-2,-1,-2,-1,3,3,0,0
1919,-3,-1,-3,-1,4,4,0,0
1920,-2,-1,-2,-1,3,3,0,0
1921,-2,-2,-2,-2,4,4,0,0
1922,0,-2,0,-2,2,2,0,0
1923,-1,-2,-1,-2,3,3,0,0
1924,-1,-1,-1,-1,2,2,0,0
1925,-1,-2,-1,-2,3,3,0,0
1926,1,-1,1,-1,2,2,0,0
1927,1,-1,1,-1,2,2,0,0
1928,1,-1,1,-1,2,2,0,0
1929,1,0,1,0,1,1,0,0
1930,1,-1,1,-1,2,2,0,0
1931,3,1,3,1,4,4,0,0
1932,2,1,2,1,3,3,0,0
1933,2,1,2,1,3,3,0,0
1934,3,2,3,2,5,5,0,0
1935,3,3,3,3,6,6,0,0
1936,1,2,1,2,3,3,0,0
1937,1,2,1,2,3,3,0,0
1938,1,3,1,3,4,4,0,0
1939,2,3,2,3,5,5,0,0
1940,2,4,2,4,6,6,0,0
1941,2,4,2,4,6,6,0,0
1942,1,5,1,5,6,6,0,0
1943,0,5,0,5,5,5,0,0
1944,0,5,0,5,5,5,0,0
1945,-1,4,-1,4,5,5,0,0
1946,0,5,0,5,5,5,0,0
1947,-2,5,-2,5,7,7,0,0
1948,-2,5,-2,5,7,7,0,0
1949,-2,5,-2,5,7,7,0,0
1950,-3,4,-3,4,7,7,0,0
1951,-3,4,-3,4,7,7,0,0
1952,-3,4,-3,4,7,7,0,0
1953,-3,3,-3,3,6,6,0,0
1954,-3,2,-3,2,5,5,0,0
1955,-4,3,-4,3,7,7,0,0
1956,-4,3,-4,3,7,7,0,0
1957,-5,2,-5,2,7,7,0,0
1958,-4,2,-4,2,6,6,0,0
1959,-3,1,-3,1,4,4,0,0
1960,-4,1,-4,1,5,5,0,0
1961,-4,1,-4,1,5,5,0,0
1962,-5,0,-5,0,5,5,0,0
1963,-3,0,-3,0,3,3,0,0
1964,-3,0,-3,0,3,3,0,0
1965,-2,-1,-2,-1,3,3,0,0
1966,-2,0,-2,0,2,2,0,0
1967,-2,-1,-2,-1,3,3,0,0
1968,-2,0,-2,0,2,2,0,0
1969,-3,0,-3,0,3,3,0,0
1970,-1,0,-1,0,1,1,0,0
1971,-1,0,-1,0,1,1,0,0
1972,0,0,0,0,0,0,0,0
1973,0,0,0,0,0,0,0,0
1974,0,0,0,0,0,0,0,0
1975,0,0,0,0,0,0,0,0
1976,1,0,1,0,1,1,0,0
1977,1,1,1,1,2,2,0,0
1978,1,0,1,0,1,1,0,0
1979,2,1,2,1,3,3,0,0
1980,1,2,1,2,3,3,0,0
1981,1,2,1,2,3,3,0,0
1982,0,2,0,2,2,2,0,0
1983,0,3,0,3,3,3,0,0
1984,0,3,0,3,3,3,0,0
1985,0,3,0,3,3,3,0,0
1986,0,4,0,4,4,4,0,0
1987,1,5,1,5,6,6,0,0
1988,0,4,0,4,4,4,0,0
1989,-1,4,-1,4,5,5,0,0
1990,-3,4,-3,4,7,7,0,0
1991,-2,4,-2,4,6,6,0,0
1992,-2,3,-2,3,5,5,0,0
1993,-2,4,-2,4,6,6,0,0
1994,-3,4,-3,4,7,7,0,0
1995,-4,3,-4,3,7,7,0,0
1996,-3,3,-3,3,6,6,0,0
1997,-3,3,-3,3,6,6,0,0
1998,-4,4,-4,4,8,8,0,0
1999,-4,3,-4,3,7,7,0,0
2000,-4,2,-4,2,6,6,0,0
2001,-3,1,-3,1,4,4,0,0
2002,-4,2,-4,2,6,6,0,0
2003,-4,3,-4,3,7,7,0,0
2004,-5,2,-5,2,7,7,0,0
2005,-5,1,-5,1,6,6,0,0
2006,-4,0,-4,0,4,4,0,0
2007,-4,-1,-4,-1,5,5,0,0
2008,-5,0,-5,0,5,5,0,0
2009,-3,0,-3,0,3,3,0,0
2010,-4,0,-4,0,4,4,0,0
2011,-3,-1,-3,-1,4,4,0,0
2012,-2,-1,-2,-1,3,3,0,0
2013,-2,-2,-2,-2,4,4,0,0
2014,-1,-1,-1,-1,2,2,0,0
2015,-2,0,-2,0,2,2,0,0
2016,-1,0,-1,0,1,1,0,0
2017,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,0,0
2019,0,0,0,0,0,0,0,0
2020,0,-1,0,-1,1,1,0,0
2021,1,0,1,0,1,1,0,0
2022,-1,1,-1,1,2,2,0,0
2023,0,0,0,0,0,0,0,0
2024,0,0,0,0,0,0,0,0
2025,2,1,2,1,3,3,0,0
2026,1,3,1,3,4,4,0,0
2027,1,3,1,3,4,4,0,0
2028,1,3,1,3,4,4,0,0
2029,1,3,1,3,4,4,0,0
2030,1,3,1,3,4,4,0,0
2031,1,3,1,3,4,4,0,0
2032,1,4,1,4,5,5,0,0
2033,1,4,1,4,5,5,0,0
2034,1,5,1,5,6,6,0,0
2035,0,4,0,4,4,4,0,0
2036,-1,4,-1,4,5,5,0,0
2037,0,5,0,5,5,5,0,0
2038,-1,5,-1,5,6,6,0,0
2039,-2,5,-2,5,7,7,0,0
2040,-2,4,-2,4,6,6,0,0
2041,-1,3,-1,3,4,4,0,0
2042,-1,2,-1,2,3,3,0,0
2043,-1,3,-1,3,4,4,0,0
2044,-1,3,-1,3,4,4,0,0
2045,0,3,0,3,3,3,0,0
2046,-1,4,-1,4,5,5,0,0
2047,0,2,0,2,2,2,0,0
