bin,py_i,py_q,rtl_i,rtl_q,py_mag,rtl_mag,diff_i,diff_q
0,1,-1,1,-1,2,2,0,0
1,0,-1,0,-1,1,1,0,0
2,-1,-2,-1,-2,3,3,0,0
3,-2,-2,-2,-2,4,4,0,0
4,-2,-2,-2,-2,4,4,0,0
5,-1,-2,-1,-2,3,3,0,0
6,0,-4,0,-4,4,4,0,0
7,-1,-4,-1,-4,5,5,0,0
8,-2,-4,-2,-4,6,6,0,0
9,-1,-3,-1,-3,4,4,0,0
10,2,-3,2,-3,5,5,0,0
11,1,-4,1,-4,5,5,0,0
12,2,-3,2,-3,5,5,0,0
13,1,-4,1,-4,5,5,0,0
14,2,-3,2,-3,5,5,0,0
15,2,-2,2,-2,4,4,0,0
16,3,-3,3,-3,6,6,0,0
17,1,-3,1,-3,4,4,0,0
18,2,-1,2,-1,3,3,0,0
19,2,-2,2,-2,4,4,0,0
20,3,-2,3,-2,5,5,0,0
21,5,-1,5,-1,6,6,0,0
22,4,-1,4,-1,5,5,0,0
23,4,0,4,0,4,4,0,0
24,4,-1,4,-1,5,5,0,0
25,2,0,2,0,2,2,0,0
26,2,1,2,1,3,3,0,0
27,3,1,3,1,4,4,0,0
28,2,2,2,2,4,4,0,0
29,1,2,1,2,3,3,0,0
30,1,2,1,2,3,3,0,0
31,0,2,0,2,2,2,0,0
32,0,2,0,2,2,2,0,0
33,0,2,0,2,2,2,0,0
34,-1,1,-1,1,2,2,0,0
35,-2,2,-2,2,4,4,0,0
36,-2,2,-2,2,4,4,0,0
37,-1,1,-1,1,2,2,0,0
38,-2,0,-2,0,2,2,0,0
39,-3,-1,-3,-1,4,4,0,0
40,-3,1,-3,1,4,4,0,0
41,-3,1,-3,1,4,4,0,0
42,-2,0,-2,0,2,2,0,0
43,-2,0,-2,0,2,2,0,0
44,-3,-1,-3,-1,4,4,0,0
45,-3,-2,-3,-2,5,5,0,0
46,-3,-3,-3,-3,6,6,0,0
47,-3,-3,-3,-3,6,6,0,0
48,-2,-3,-2,-3,5,5,0,0
49,-4,-4,-4,-4,8,8,0,0
50,-4,-4,-4,-4,8,8,0,0
51,-3,-4,-3,-4,7,7,0,0
52,-3,-3,-3,-3,6,6,0,0
53,-2,-3,-2,-3,5,5,0,0
54,0,-4,0,-4,4,4,0,0
55,1,-4,1,-4,5,5,0,0
56,1,-4,1,-4,5,5,0,0
57,2,-4,2,-4,6,6,0,0
58,1,-4,1,-4,5,5,0,0
59,2,-4,2,-4,6,6,0,0
60,1,-3,1,-3,4,4,0,0
61,2,-2,2,-2,4,4,0,0
62,2,-2,2,-2,4,4,0,0
63,2,-2,2,-2,4,4,0,0
64,2,-2,2,-2,4,4,0,0
65,2,-2,2,-2,4,4,0,0
66,2,-1,2,-1,3,3,0,0
67,2,0,2,0,2,2,0,0
68,2,0,2,0,2,2,0,0
69,2,0,2,0,2,2,0,0
70,2,-1,2,-1,3,3,0,0
71,1,0,1,0,1,1,0,0
72,1,1,1,1,2,2,0,0
73,1,1,1,1,2,2,0,0
74,1,2,1,2,3,3,0,0
75,0,2,0,2,2,2,0,0
76,0,3,0,3,3,3,0,0
77,-1,2,-1,2,3,3,0,0
78,-2,2,-2,2,4,4,0,0
79,0,2,0,2,2,2,0,0
80,-1,1,-1,1,2,2,0,0
81,-3,0,-3,0,3,3,0,0
82,-4,1,-4,1,5,5,0,0
83,-3,1,-3,1,4,4,0,0
84,-3,0,-3,0,3,3,0,0
85,-4,-1,-4,-1,5,5,0,0
86,-2,-1,-2,-1,3,3,0,0
87,-3,0,-3,0,3,3,0,0
88,-4,-1,-4,-1,5,5,0,0
89,-3,-1,-3,-1,4,4,0,0
90,-3,-1,-3,-1,4,4,0,0
91,-2,-3,-2,-3,5,5,0,0
92,-3,-1,-3,-1,4,4,0,0
93,-3,-2,-3,-2,5,5,0,0
94,-3,-2,-3,-2,5,5,0,0
95,-4,-3,-4,-3,7,7,0,0
96,-2,-3,-2,-3,5,5,0,0
97,-3,-3,-3,-3,6,6,0,0
98,-3,-3,-3,-3,6,6,0,0
99,-3,-3,-3,-3,6,6,0,0
100,-2,-4,-2,-4,6,6,0,0
101,0,-4,0,-4,4,4,0,0
102,-1,-4,-1,-4,5,5,0,0
103,0,-4,0,-4,4,4,0,0
104,1,-4,1,-4,5,5,0,0
105,1,-5,1,-5,6,6,0,0
106,2,-5,2,-5,7,7,0,0
107,0,-3,0,-3,3,3,0,0
108,1,-2,1,-2,3,3,0,0
109,1,-2,1,-2,3,3,0,0
110,2,-1,2,-1,3,3,0,0
111,1,-2,1,-2,3,3,0,0
112,2,-1,2,-1,3,3,0,0
113,1,0,1,0,1,1,0,0
114,2,2,2,2,4,4,0,0
115,2,2,2,2,4,4,0,0
116,2,2,2,2,4,4,0,0
117,2,1,2,1,3,3,0,0
118,0,1,0,1,1,1,0,0
119,0,1,0,1,1,1,0,0
120,0,1,0,1,1,1,0,0
121,-1,1,-1,1,2,2,0,0
122,0,2,0,2,2,2,0,0
123,-1,2,-1,2,3,3,0,0
124,-1,1,-1,1,2,2,0,0
125,-1,1,-1,1,2,2,0,0
126,-2,2,-2,2,4,4,0,0
127,-3,1,-3,1,4,4,0,0
128,-3,1,-3,1,4,4,0,0
129,-2,0,-2,0,2,2,0,0
130,-4,1,-4,1,5,5,0,0
131,-3,-1,-3,-1,4,4,0,0
132,-3,0,-3,0,3,3,0,0
133,-3,-1,-3,-1,4,4,0,0
134,-3,-1,-3,-1,4,4,0,0
135,-3,-3,-3,-3,6,6,0,0
136,-3,-2,-3,-2,5,5,0,0
137,-3,-2,-3,-2,5,5,0,0
138,-2,-2,-2,-2,4,4,0,0
139,-2,-3,-2,-3,5,5,0,0
140,-1,-4,-1,-4,5,5,0,0
141,-1,-4,-1,-4,5,5,0,0
142,-1,-4,-1,-4,5,5,0,0
143,-1,-4,-1,-4,5,5,0,0
144,-1,-3,-1,-3,4,4,0,0
145,-1,-4,-1,-4,5,5,0,0
146,0,-3,0,-3,3,3,0,0
147,1,-4,1,-4,5,5,0,0
148,0,-4,0,-4,4,4,0,0
149,0,-3,0,-3,3,3,0,0
150,-1,-3,-1,-3,4,4,0,0
151,0,-2,0,-2,2,2,0,0
152,1,-3,1,-3,4,4,0,0
153,1,-3,1,-3,4,4,0,0
154,1,-1,1,-1,2,2,0,0
155,0,0,0,0,0,0,0,0
156,0,-2,0,-2,2,2,0,0
157,1,-1,1,-1,2,2,0,0
158,1,-1,1,-1,2,2,0,0
159,1,1,1,1,2,2,0,0
160,1,0,1,0,1,1,0,0
161,1,0,1,0,1,1,0,0
162,1,1,1,1,2,2,0,0
163,0,1,0,1,1,1,0,0
164,1,1,1,1,2,2,0,0
165,1,1,1,1,2,2,0,0
166,0,1,0,1,1,1,0,0
167,-1,0,-1,0,1,1,0,0
168,-2,0,-2,0,2,2,0,0
169,-2,0,-2,0,2,2,0,0
170,-2,1,-2,1,3,3,0,0
171,-2,1,-2,1,3,3,0,0
172,-3,0,-3,0,3,3,0,0
173,-2,0,-2,0,2,2,0,0
174,-2,1,-2,1,3,3,0,0
175,-3,-1,-3,-1,4,4,0,0
176,-4,-1,-4,-1,5,5,0,0
177,-3,-1,-3,-1,4,4,0,0
178,-3,-2,-3,-2,5,5,0,0
179,-3,-3,-3,-3,6,6,0,0
180,-3,-2,-3,-2,5,5,0,0
181,-4,-3,-4,-3,7,7,0,0
182,-4,-3,-4,-3,7,7,0,0
183,-2,-2,-2,-2,4,4,0,0
184,-2,-3,-2,-3,5,5,0,0
185,-3,-3,-3,-3,6,6,0,0
186,-2,-4,-2,-4,6,6,0,0
187,0,-4,0,-4,4,4,0,0
188,-1,-3,-1,-3,4,4,0,0
189,0,-4,0,-4,4,4,0,0
190,0,-5,0,-5,5,5,0,0
191,0,-5,0,-5,5,5,0,0
192,-1,-5,-1,-5,6,6,0,0
193,0,-4,0,-4,4,4,0,0
194,0,-4,0,-4,4,4,0,0
195,1,-3,1,-3,4,4,0,0
196,0,-3,0,-3,3,3,0,0
197,0,-3,0,-3,3,3,0,0
198,1,-3,1,-3,4,4,0,0
199,1,-3,1,-3,4,4,0,0
200,1,-1,1,-1,2,2,0,0
201,0,-2,0,-2,2,2,0,0
202,1,-2,1,-2,3,3,0,0
203,1,-2,1,-2,3,3,0,0
204,1,-1,1,-1,2,2,0,0
205,1,-2,1,-2,3,3,0,0
206,2,-1,2,-1,3,3,0,0
207,2,0,2,0,2,2,0,0
208,2,0,2,0,2,2,0,0
209,2,-1,2,-1,3,3,0,0
210,2,0,2,0,2,2,0,0
211,2,0,2,0,2,2,0,0
212,0,-1,0,-1,1,1,0,0
213,0,-1,0,-1,1,1,0,0
214,0,0,0,0,0,0,0,0
215,0,2,0,2,2,2,0,0
216,-1,2,-1,2,3,3,0,0
217,-1,0,-1,0,1,1,0,0
218,-1,0,-1,0,1,1,0,0
219,-2,1,-2,1,3,3,0,0
220,-2,0,-2,0,2,2,0,0
221,-2,0,-2,0,2,2,0,0
222,-2,0,-2,0,2,2,0,0
223,-2,-1,-2,-1,3,3,0,0
224,-2,-1,-2,-1,3,3,0,0
225,-3,-1,-3,-1,4,4,0,0
226,-3,-2,-3,-2,5,5,0,0
227,-2,-1,-2,-1,3,3,0,0
228,-1,-1,-1,-1,2,2,0,0
229,-1,-2,-1,-2,3,3,0,0
230,-2,-3,-2,-3,5,5,0,0
231,-1,-3,-1,-3,4,4,0,0
232,-1,-3,-1,-3,4,4,0,0
233,-1,-3,-1,-3,4,4,0,0
234,-1,-4,-1,-4,5,5,0,0
235,0,-4,0,-4,4,4,0,0
236,0,-2,0,-2,2,2,0,0
237,0,-3,0,-3,3,3,0,0
238,0,-4,0,-4,4,4,0,0
239,1,-3,1,-3,4,4,0,0
240,0,-3,0,-3,3,3,0,0
241,0,-3,0,-3,3,3,0,0
242,0,-3,0,-3,3,3,0,0
243,0,-2,0,-2,2,2,0,0
244,1,-2,1,-2,3,3,0,0
245,0,-2,0,-2,2,2,0,0
246,2,-1,2,-1,3,3,0,0
247,1,-2,1,-2,3,3,0,0
248,2,-2,2,-2,4,4,0,0
249,2,-2,2,-2,4,4,0,0
250,1,-1,1,-1,2,2,0,0
251,0,-1,0,-1,1,1,0,0
252,1,-1,1,-1,2,2,0,0
253,1,-1,1,-1,2,2,0,0
254,1,0,1,0,1,1,0,0
255,0,1,0,1,1,1,0,0
256,0,0,0,0,0,0,0,0
257,2,1,2,1,3,3,0,0
258,0,1,0,1,1,1,0,0
259,0,0,0,0,0,0,0,0
260,0,-1,0,-1,1,1,0,0
261,-1,0,-1,0,1,1,0,0
262,-2,0,-2,0,2,2,0,0
263,-2,0,-2,0,2,2,0,0
264,-1,0,-1,0,1,1,0,0
265,-2,-1,-2,-1,3,3,0,0
266,-1,-1,-1,-1,2,2,0,0
267,-3,-1,-3,-1,4,4,0,0
268,-3,-1,-3,-1,4,4,0,0
269,-3,-1,-3,-1,4,4,0,0
270,-1,-1,-1,-1,2,2,0,0
271,-2,-2,-2,-2,4,4,0,0
272,-3,-3,-3,-3,6,6,0,0
273,-3,-3,-3,-3,6,6,0,0
274,-3,-3,-3,-3,6,6,0,0
275,-3,-2,-3,-2,5,5,0,0
276,-3,-2,-3,-2,5,5,0,0
277,-3,-3,-3,-3,6,6,0,0
278,-3,-3,-3,-3,6,6,0,0
279,-3,-2,-3,-2,5,5,0,0
280,-3,-3,-3,-3,6,6,0,0
281,-1,-3,-1,-3,4,4,0,0
282,-1,-2,-1,-2,3,3,0,0
283,0,-3,0,-3,3,3,0,0
284,0,-3,0,-3,3,3,0,0
285,0,-2,0,-2,2,2,0,0
286,0,-2,0,-2,2,2,0,0
287,0,-3,0,-3,3,3,0,0
288,2,-2,2,-2,4,4,0,0
289,1,-1,1,-1,2,2,0,0
290,0,-2,0,-2,2,2,0,0
291,1,-2,1,-2,3,3,0,0
292,1,-1,1,-1,2,2,0,0
293,1,0,1,0,1,1,0,0
294,1,0,1,0,1,1,0,0
295,1,0,1,0,1,1,0,0
296,1,0,1,0,1,1,0,0
297,0,0,0,0,0,0,0,0
298,0,1,0,1,1,1,0,0
299,1,1,1,1,2,2,0,0
300,0,1,0,1,1,1,0,0
301,0,2,0,2,2,2,0,0
302,0,2,0,2,2,2,0,0
303,0,2,0,2,2,2,0,0
304,-1,1,-1,1,2,2,0,0
305,0,2,0,2,2,2,0,0
306,-2,1,-2,1,3,3,0,0
307,-2,1,-2,1,3,3,0,0
308,-3,1,-3,1,4,4,0,0
309,-3,1,-3,1,4,4,0,0
310,-1,0,-1,0,1,1,0,0
311,-3,-1,-3,-1,4,4,0,0
312,-2,-1,-2,-1,3,3,0,0
313,-3,-2,-3,-2,5,5,0,0
314,-2,-1,-2,-1,3,3,0,0
315,-2,-1,-2,-1,3,3,0,0
316,-3,-2,-3,-2,5,5,0,0
317,-2,-2,-2,-2,4,4,0,0
318,-2,-2,-2,-2,4,4,0,0
319,-3,-3,-3,-3,6,6,0,0
320,-3,-2,-3,-2,5,5,0,0
321,-1,-2,-1,-2,3,3,0,0
322,-2,-2,-2,-2,4,4,0,0
323,-1,-2,-1,-2,3,3,0,0
324,1,-2,1,-2,3,3,0,0
325,-1,-2,-1,-2,3,3,0,0
326,0,-2,0,-2,2,2,0,0
327,1,-2,1,-2,3,3,0,0
328,1,-2,1,-2,3,3,0,0
329,1,-4,1,-4,5,5,0,0
330,1,-3,1,-3,4,4,0,0
331,0,-4,0,-4,4,4,0,0
332,0,-3,0,-3,3,3,0,0
333,1,-2,1,-2,3,3,0,0
334,0,-3,0,-3,3,3,0,0
335,1,-2,1,-2,3,3,0,0
336,0,0,0,0,0,0,0,0
337,0,-1,0,-1,1,1,0,0
338,1,0,1,0,1,1,0,0
339,1,-1,1,-1,2,2,0,0
340,1,0,1,0,1,1,0,0
341,1,0,1,0,1,1,0,0
342,0,1,0,1,1,1,0,0
343,0,1,0,1,1,1,0,0
344,1,1,1,1,2,2,0,0
345,0,0,0,0,0,0,0,0
346,0,1,0,1,1,1,0,0
347,1,0,1,0,1,1,0,0
348,0,0,0,0,0,0,0,0
349,0,0,0,0,0,0,0,0
350,-1,0,-1,0,1,1,0,0
351,-2,0,-2,0,2,2,0,0
352,-2,1,-2,1,3,3,0,0
353,-3,1,-3,1,4,4,0,0
354,-2,-1,-2,-1,3,3,0,0
355,-1,1,-1,1,2,2,0,0
356,-1,0,-1,0,1,1,0,0
357,-2,0,-2,0,2,2,0,0
358,-2,-1,-2,-1,3,3,0,0
359,-3,-1,-3,-1,4,4,0,0
360,-3,-2,-3,-2,5,5,0,0
361,-1,-2,-1,-2,3,3,0,0
362,-2,-2,-2,-2,4,4,0,0
363,-2,-1,-2,-1,3,3,0,0
364,-2,-2,-2,-2,4,4,0,0
365,-1,-3,-1,-3,4,4,0,0
366,-2,-3,-2,-3,5,5,0,0
367,0,-3,0,-3,3,3,0,0
368,0,-3,0,-3,3,3,0,0
369,0,-3,0,-3,3,3,0,0
370,-2,-2,-2,-2,4,4,0,0
371,0,-3,0,-3,3,3,0,0
372,0,-3,0,-3,3,3,0,0
373,0,-3,0,-3,3,3,0,0
374,1,-3,1,-3,4,4,0,0
375,1,-3,1,-3,4,4,0,0
376,0,-3,0,-3,3,3,0,0
377,0,-3,0,-3,3,3,0,0
378,0,-1,0,-1,1,1,0,0
379,0,-1,0,-1,1,1,0,0
380,-1,-1,-1,-1,2,2,0,0
381,0,-1,0,-1,1,1,0,0
382,1,1,1,1,2,2,0,0
383,2,1,2,1,3,3,0,0
384,0,-1,0,-1,1,1,0,0
385,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0
387,0,0,0,0,0,0,0,0
388,1,1,1,1,2,2,0,0
389,1,0,1,0,1,1,0,0
390,1,0,1,0,1,1,0,0
391,0,-1,0,-1,1,1,0,0
392,-1,0,-1,0,1,1,0,0
393,-1,0,-1,0,1,1,0,0
394,-2,0,-2,0,2,2,0,0
395,-2,0,-2,0,2,2,0,0
396,-3,0,-3,0,3,3,0,0
397,-2,1,-2,1,3,3,0,0
398,-2,1,-2,1,3,3,0,0
399,-1,1,-1,1,2,2,0,0
400,-1,0,-1,0,1,1,0,0
401,-3,0,-3,0,3,3,0,0
402,-2,0,-2,0,2,2,0,0
403,-3,-1,-3,-1,4,4,0,0
404,-2,0,-2,0,2,2,0,0
405,-1,-1,-1,-1,2,2,0,0
406,-3,-2,-3,-2,5,5,0,0
407,-2,-2,-2,-2,4,4,0,0
408,-3,-2,-3,-2,5,5,0,0
409,-3,-2,-3,-2,5,5,0,0
410,-2,-2,-2,-2,4,4,0,0
411,-2,-2,-2,-2,4,4,0,0
412,-1,-2,-1,-2,3,3,0,0
413,-2,-3,-2,-3,5,5,0,0
414,0,-2,0,-2,2,2,0,0
415,-1,-2,-1,-2,3,3,0,0
416,0,-2,0,-2,2,2,0,0
417,1,-3,1,-3,4,4,0,0
418,1,-3,1,-3,4,4,0,0
419,2,-1,2,-1,3,3,0,0
420,1,-3,1,-3,4,4,0,0
421,0,-2,0,-2,2,2,0,0
422,1,-1,1,-1,2,2,0,0
423,3,-2,3,-2,5,5,0,0
424,1,-2,1,-2,3,3,0,0
425,0,-2,0,-2,2,2,0,0
426,1,-1,1,-1,2,2,0,0
427,0,0,0,0,0,0,0,0
428,0,-1,0,-1,1,1,0,0
429,0,1,0,1,1,1,0,0
430,0,0,0,0,0,0,0,0
431,1,0,1,0,1,1,0,0
432,0,0,0,0,0,0,0,0
433,0,1,0,1,1,1,0,0
434,1,0,1,0,1,1,0,0
435,0,0,0,0,0,0,0,0
436,-1,0,-1,0,1,1,0,0
437,-1,0,-1,0,1,1,0,0
438,-2,0,-2,0,2,2,0,0
439,-1,0,-1,0,1,1,0,0
440,-1,0,-1,0,1,1,0,0
441,-2,0,-2,0,2,2,0,0
442,-4,0,-4,0,4,4,0,0
443,-3,0,-3,0,3,3,0,0
444,-3,0,-3,0,3,3,0,0
445,-2,-1,-2,-1,3,3,0,0
446,-3,0,-3,0,3,3,0,0
447,-4,0,-4,0,4,4,0,0
448,-3,-1,-3,-1,4,4,0,0
449,-3,-1,-3,-1,4,4,0,0
450,-4,-1,-4,-1,5,5,0,0
451,-3,-1,-3,-1,4,4,0,0
452,-3,-1,-3,-1,4,4,0,0
453,-2,-3,-2,-3,5,5,0,0
454,-2,-2,-2,-2,4,4,0,0
455,-2,-3,-2,-3,5,5,0,0
456,-2,-3,-2,-3,5,5,0,0
457,-2,-4,-2,-4,6,6,0,0
458,-2,-3,-2,-3,5,5,0,0
459,-2,-2,-2,-2,4,4,0,0
460,0,-1,0,-1,1,1,0,0
461,0,-3,0,-3,3,3,0,0
462,0,-5,0,-5,5,5,0,0
463,1,-3,1,-3,4,4,0,0
464,2,-4,2,-4,6,6,0,0
465,1,-4,1,-4,5,5,0,0
466,1,-4,1,-4,5,5,0,0
467,1,-3,1,-3,4,4,0,0
468,2,-4,2,-4,6,6,0,0
469,1,-3,1,-3,4,4,0,0
470,1,-2,1,-2,3,3,0,0
471,2,0,2,0,2,2,0,0
472,2,-2,2,-2,4,4,0,0
473,2,-2,2,-2,4,4,0,0
474,2,-2,2,-2,4,4,0,0
475,1,0,1,0,1,1,0,0
476,0,0,0,0,0,0,0,0
477,1,0,1,0,1,1,0,0
478,1,1,1,1,2,2,0,0
479,1,0,1,0,1,1,0,0
480,0,0,0,0,0,0,0,0
481,1,0,1,0,1,1,0,0
482,1,0,1,0,1,1,0,0
483,-2,-1,-2,-1,3,3,0,0
484,-1,1,-1,1,2,2,0,0
485,-1,0,-1,0,1,1,0,0
486,-2,-1,-2,-1,3,3,0,0
487,-2,0,-2,0,2,2,0,0
488,-2,2,-2,2,4,4,0,0
489,-1,0,-1,0,1,1,0,0
490,-2,-1,-2,-1,3,3,0,0
491,-1,-1,-1,-1,2,2,0,0
492,-3,-2,-3,-2,5,5,0,0
493,-2,-1,-2,-1,3,3,0,0
494,-3,-2,-3,-2,5,5,0,0
495,-2,-3,-2,-3,5,5,0,0
496,-3,-3,-3,-3,6,6,0,0
497,-3,-2,-3,-2,5,5,0,0
498,-2,-3,-2,-3,5,5,0,0
499,-3,-2,-3,-2,5,5,0,0
500,-2,-2,-2,-2,4,4,0,0
501,-1,-3,-1,-3,4,4,0,0
502,-1,-3,-1,-3,4,4,0,0
503,-1,-3,-1,-3,4,4,0,0
504,-1,-2,-1,-2,3,3,0,0
505,0,-3,0,-3,3,3,0,0
506,0,-3,0,-3,3,3,0,0
507,0,-3,0,-3,3,3,0,0
508,-2,-1,-2,-1,3,3,0,0
509,-1,-2,-1,-2,3,3,0,0
510,0,-1,0,-1,1,1,0,0
511,0,-1,0,-1,1,1,0,0
512,0,-2,0,-2,2,2,0,0
513,0,-1,0,-1,1,1,0,0
514,1,-2,1,-2,3,3,0,0
515,1,-1,1,-1,2,2,0,0
516,1,-1,1,-1,2,2,0,0
517,0,-1,0,-1,1,1,0,0
518,-1,0,-1,0,1,1,0,0
519,0,-1,0,-1,1,1,0,0
520,-1,0,-1,0,1,1,0,0
521,-1,0,-1,0,1,1,0,0
522,0,0,0,0,0,0,0,0
523,1,1,1,1,2,2,0,0
524,0,1,0,1,1,1,0,0
525,0,0,0,0,0,0,0,0
526,-1,0,-1,0,1,1,0,0
527,-2,0,-2,0,2,2,0,0
528,-1,1,-1,1,2,2,0,0
529,-1,-1,-1,-1,2,2,0,0
530,-2,0,-2,0,2,2,0,0
531,-1,0,-1,0,1,1,0,0
532,-2,0,-2,0,2,2,0,0
533,-1,0,-1,0,1,1,0,0
534,-1,-1,-1,-1,2,2,0,0
535,-2,-1,-2,-1,3,3,0,0
536,-2,-1,-2,-1,3,3,0,0
537,-2,-1,-2,-1,3,3,0,0
538,-2,-2,-2,-2,4,4,0,0
539,-1,-1,-1,-1,2,2,0,0
540,-2,-2,-2,-2,4,4,0,0
541,-2,-2,-2,-2,4,4,0,0
542,-2,-2,-2,-2,4,4,0,0
543,-1,-2,-1,-2,3,3,0,0
544,-2,-3,-2,-3,5,5,0,0
545,-2,-2,-2,-2,4,4,0,0
546,-2,-3,-2,-3,5,5,0,0
547,-2,-3,-2,-3,5,5,0,0
548,-1,-2,-1,-2,3,3,0,0
549,-2,-3,-2,-3,5,5,0,0
550,-1,-2,-1,-2,3,3,0,0
551,-1,-3,-1,-3,4,4,0,0
552,0,-2,0,-2,2,2,0,0
553,-1,-2,-1,-2,3,3,0,0
554,0,-3,0,-3,3,3,0,0
555,0,-3,0,-3,3,3,0,0
556,0,-3,0,-3,3,3,0,0
557,0,-2,0,-2,2,2,0,0
558,-1,-2,-1,-2,3,3,0,0
559,0,-1,0,-1,1,1,0,0
560,1,-1,1,-1,2,2,0,0
561,1,0,1,0,1,1,0,0
562,1,0,1,0,1,1,0,0
563,1,0,1,0,1,1,0,0
564,1,-1,1,-1,2,2,0,0
565,1,0,1,0,1,1,0,0
566,1,0,1,0,1,1,0,0
567,0,0,0,0,0,0,0,0
568,0,0,0,0,0,0,0,0
569,-1,1,-1,1,2,2,0,0
570,-1,1,-1,1,2,2,0,0
571,-1,1,-1,1,2,2,0,0
572,-1,1,-1,1,2,2,0,0
573,-1,1,-1,1,2,2,0,0
574,-1,1,-1,1,2,2,0,0
575,-1,0,-1,0,1,1,0,0
576,-1,0,-1,0,1,1,0,0
577,-2,0,-2,0,2,2,0,0
578,-2,0,-2,0,2,2,0,0
579,-2,-1,-2,-1,3,3,0,0
580,-3,-2,-3,-2,5,5,0,0
581,-3,-2,-3,-2,5,5,0,0
582,-3,-2,-3,-2,5,5,0,0
583,-3,-2,-3,-2,5,5,0,0
584,-3,-1,-3,-1,4,4,0,0
585,-4,-2,-4,-2,6,6,0,0
586,-3,-2,-3,-2,5,5,0,0
587,-2,-2,-2,-2,4,4,0,0
588,-2,-1,-2,-1,3,3,0,0
589,-3,-3,-3,-3,6,6,0,0
590,-1,-2,-1,-2,3,3,0,0
591,0,-2,0,-2,2,2,0,0
592,-1,-3,-1,-3,4,4,0,0
593,-1,-3,-1,-3,4,4,0,0
594,0,-3,0,-3,3,3,0,0
595,0,-2,0,-2,2,2,0,0
596,0,-3,0,-3,3,3,0,0
597,0,-3,0,-3,3,3,0,0
598,0,-2,0,-2,2,2,0,0
599,0,-3,0,-3,3,3,0,0
600,0,-3,0,-3,3,3,0,0
601,0,-2,0,-2,2,2,0,0
602,1,-1,1,-1,2,2,0,0
603,-1,-1,-1,-1,2,2,0,0
604,0,0,0,0,0,0,0,0
605,2,-1,2,-1,3,3,0,0
606,1,-1,1,-1,2,2,0,0
607,0,-1,0,-1,1,1,0,0
608,0,0,0,0,0,0,0,0
609,1,-1,1,-1,2,2,0,0
610,1,-1,1,-1,2,2,0,0
611,0,-1,0,-1,1,1,0,0
612,0,0,0,0,0,0,0,0
613,0,-1,0,-1,1,1,0,0
614,-1,-1,-1,-1,2,2,0,0
615,-1,0,-1,0,1,1,0,0
616,-1,0,-1,0,1,1,0,0
617,-1,-1,-1,-1,2,2,0,0
618,-2,-1,-2,-1,3,3,0,0
619,-2,-1,-2,-1,3,3,0,0
620,-2,-1,-2,-1,3,3,0,0
621,-1,-1,-1,-1,2,2,0,0
622,-2,0,-2,0,2,2,0,0
623,-2,-1,-2,-1,3,3,0,0
624,-3,-1,-3,-1,4,4,0,0
625,-2,0,-2,0,2,2,0,0
626,-1,0,-1,0,1,1,0,0
627,-2,-1,-2,-1,3,3,0,0
628,-2,-2,-2,-2,4,4,0,0
629,-1,-1,-1,-1,2,2,0,0
630,-2,-2,-2,-2,4,4,0,0
631,-2,-2,-2,-2,4,4,0,0
632,-3,-1,-3,-1,4,4,0,0
633,-2,-1,-2,-1,3,3,0,0
634,-1,-1,-1,-1,2,2,0,0
635,0,-1,0,-1,1,1,0,0
636,0,-2,0,-2,2,2,0,0
637,-1,-2,-1,-2,3,3,0,0
638,-1,-2,-1,-2,3,3,0,0
639,-1,-2,-1,-2,3,3,0,0
640,-1,-2,-1,-2,3,3,0,0
641,0,-1,0,-1,1,1,0,0
642,0,-1,0,-1,1,1,0,0
643,0,-1,0,-1,1,1,0,0
644,0,-1,0,-1,1,1,0,0
645,0,-1,0,-1,1,1,0,0
646,1,0,1,0,1,1,0,0
647,1,-2,1,-2,3,3,0,0
648,1,-1,1,-1,2,2,0,0
649,0,-1,0,-1,1,1,0,0
650,0,0,0,0,0,0,0,0
651,1,-1,1,-1,2,2,0,0
652,0,-1,0,-1,1,1,0,0
653,0,0,0,0,0,0,0,0
654,0,-1,0,-1,1,1,0,0
655,0,-1,0,-1,1,1,0,0
656,0,-1,0,-1,1,1,0,0
657,0,-1,0,-1,1,1,0,0
658,-1,-1,-1,-1,2,2,0,0
659,-1,-1,-1,-1,2,2,0,0
660,0,0,0,0,0,0,0,0
661,-1,1,-1,1,2,2,0,0
662,0,1,0,1,1,1,0,0
663,0,1,0,1,1,1,0,0
664,-1,0,-1,0,1,1,0,0
665,0,-1,0,-1,1,1,0,0
666,-1,0,-1,0,1,1,0,0
667,0,0,0,0,0,0,0,0
668,0,0,0,0,0,0,0,0
669,-1,-1,-1,-1,2,2,0,0
670,0,0,0,0,0,0,0,0
671,-1,0,-1,0,1,1,0,0
672,-1,-1,-1,-1,2,2,0,0
673,-2,-1,-2,-1,3,3,0,0
674,0,0,0,0,0,0,0,0
675,-1,-2,-1,-2,3,3,0,0
676,-1,-1,-1,-1,2,2,0,0
677,-1,-1,-1,-1,2,2,0,0
678,-1,-1,-1,-1,2,2,0,0
679,-1,-1,-1,-1,2,2,0,0
680,-2,-1,-2,-1,3,3,0,0
681,-1,-1,-1,-1,2,2,0,0
682,-2,-1,-2,-1,3,3,0,0
683,-2,-2,-2,-2,4,4,0,0
684,-1,-2,-1,-2,3,3,0,0
685,-1,-1,-1,-1,2,2,0,0
