range_bin,doppler_bin,out_i,out_q
102,44,0,0
102,45,1,1
102,46,0,0
102,47,1,1
103,0,-1,0
103,1,0,-1
103,2,-1,0
103,3,1,0
103,4,-1,0
103,5,0,0
103,6,-1,0
103,7,1,-1
103,8,-1,0
103,9,2,1
103,10,-1,0
103,11,1,0
103,12,-1,0
103,13,2,0
103,14,-1,0
103,15,1,1
103,16,-3,-2
103,17,-1,0
103,18,0,-2
103,19,2,0
103,20,-2,-1
103,21,0,2
103,22,0,-1
103,23,0,-1
103,24,-3,0
103,25,3,2
103,26,0,-2
103,27,0,2
103,28,0,-1
103,29,2,0
103,30,0,1
103,31,2,3
103,32,0,-1
103,33,0,0
103,34,-1,-1
103,35,0,0
103,36,-1,0
103,37,0,-1
103,38,-1,0
103,39,0,-1
103,40,0,1
103,41,0,0
103,42,1,1
103,43,0,0
103,44,1,0
103,45,0,1
103,46,1,0
103,47,0,1
104,0,-3,0
104,1,-1,-2
104,2,0,-1
104,3,-3,-1
104,4,1,0
104,5,0,0
104,6,-1,-1
104,7,0,-1
104,8,1,0
104,9,1,0
104,10,0,1
104,11,1,-1
104,12,1,0
104,13,0,2
104,14,1,1
104,15,2,3
104,16,-2,0
104,17,-1,-1
104,18,1,-1
104,19,0,-1
104,20,-1,0
104,21,1,1
104,22,0,-1
104,23,0,1
104,24,0,0
104,25,-1,-1
104,26,1,1
104,27,0,-1
104,28,-1,0
104,29,1,1
104,30,2,1
104,31,0,1
104,32,0,-3
104,33,0,1
104,34,-2,-1
104,35,0,1
104,36,0,-1
104,37,0,0
104,38,-2,-1
104,39,0,-1
104,40,0,1
104,41,0,1
104,42,2,-1
104,43,0,1
104,44,0,-1
104,45,0,2
104,46,2,-1
104,47,0,3
105,0,-2,-1
105,1,0,0
105,2,0,-1
105,3,1,1
105,4,-2,-1
105,5,0,1
105,6,0,-1
105,7,1,0
105,8,-2,-1
105,9,2,2
105,10,0,-1
105,11,1,1
105,12,-2,-1
105,13,2,1
105,14,0,-1
105,15,1,2
105,16,-1,-2
105,17,0,0
105,18,-2,-2
105,19,0,-1
105,20,-1,0
105,21,1,0
105,22,-2,1
105,23,1,-1
105,24,-1,2
105,25,0,-2
105,26,2,2
105,27,-2,-1
105,28,3,0
105,29,-1,2
105,30,2,-1
105,31,1,3
105,32,-2,-1
105,33,-2,-2
105,34,1,0
105,35,-2,-2
105,36,-1,0
105,37,2,0
105,38,0,-2
105,39,-1,-3
105,40,2,1
105,41,2,2
105,42,-1,0
105,43,2,2
105,44,1,0
105,45,-2,0
105,46,0,2
105,47,1,3
106,0,0,0
106,1,0,0
106,2,0,0
106,3,0,0
106,4,0,0
106,5,0,0
106,6,0,0
106,7,0,0
106,8,0,0
106,9,0,0
106,10,0,0
106,11,0,0
106,12,0,0
106,13,0,0
106,14,0,0
106,15,0,0
106,16,-3,-3
106,17,-1,-2
106,18,-2,1
106,19,0,-3
106,20,-2,0
106,21,1,-3
106,22,2,2
106,23,1,-3
106,24,1,-1
106,25,-1,2
106,26,2,1
106,27,2,1
106,28,0,0
106,29,-3,3
106,30,2,0
106,31,1,5
106,32,0,-1
106,33,0,0
106,34,-1,0
106,35,0,-1
106,36,0,1
106,37,0,0
106,38,1,0
106,39,0,1
106,40,0,-1
106,41,0,0
106,42,-1,0
106,43,0,-1
106,44,0,1
106,45,0,0
106,46,1,0
106,47,0,1
107,0,-1,-1
107,1,-2,0
107,2,0,-2
107,3,-1,0
107,4,1,-1
107,5,0,-1
107,6,0,0
107,7,0,0
107,8,-1,-1
107,9,2,2
107,10,0,-2
107,11,1,2
107,12,1,-1
107,13,0,3
107,14,0,0
107,15,0,2
107,16,-2,-1
107,17,-4,-4
107,18,1,0
107,19,-1,-3
107,20,-2,-1
107,21,2,1
107,22,1,-1
107,23,0,-3
107,24,0,1
107,25,2,2
107,26,1,0
107,27,1,1
107,28,0,1
107,29,0,1
107,30,1,1
107,31,0,5
107,32,-1,-1
107,33,-1,-1
107,34,0,-2
107,35,0,2
107,36,1,-1
107,37,-1,0
107,38,0,0
107,39,0,1
107,40,-1,-1
107,41,1,1
107,42,0,-2
107,43,0,2
107,44,1,-1
107,45,1,0
107,46,0,0
107,47,0,3
108,0,-1,-3
108,1,-2,0
108,2,-1,0
108,3,-1,-1
108,4,-1,-1
108,5,1,-1
108,6,-1,1
108,7,1,-2
108,8,1,-1
108,9,-2,0
108,10,1,2
108,11,1,-1
108,12,1,1
108,13,-1,1
108,14,1,1
108,15,3,4
108,16,0,-2
108,17,-2,0
108,18,0,0
108,19,1,1
108,20,0,-2
108,21,-2,1
108,22,0,0
108,23,1,0
108,24,0,-2
108,25,0,2
108,26,0,0
108,27,1,1
108,28,0,-2
108,29,0,1
108,30,0,0
108,31,1,2
108,32,-1,-2
108,33,0,0
108,34,-1,0
108,35,-1,-2
108,36,0,1
108,37,0,0
108,38,-1,-2
108,39,0,0
108,40,1,0
108,41,0,0
108,42,-1,0
108,43,1,0
108,44,0,1
108,45,0,0
108,46,3,2
108,47,0,2
109,0,-1,-1
109,1,-2,-1
109,2,1,0
109,3,0,-2
109,4,-2,0
109,5,1,1
109,6,1,-1
109,7,-1,0
109,8,-1,1
109,9,0,-1
109,10,1,0
109,11,0,0
109,12,0,0
109,13,1,1
109,14,1,1
109,15,1,2
109,16,-1,0
109,17,0,0
109,18,1,0
109,19,0,0
109,20,-1,0
109,21,0,0
109,22,1,0
109,23,0,0
109,24,-1,0
109,25,0,0
109,26,1,0
109,27,0,0
109,28,-1,0
109,29,0,0
109,30,1,0
109,31,0,0
109,32,-4,-2
109,33,0,0
109,34,0,-2
109,35,-2,0
109,36,-1,-3
109,37,1,1
109,38,0,-1
109,39,0,-1
109,40,0,0
109,41,0,0
109,42,2,0
109,43,0,0
109,44,1,1
109,45,-1,3
109,46,2,-1
109,47,2,5
110,0,-1,-1
110,1,-1,-1
110,2,-1,-1
110,3,-1,-1
110,4,-1,-1
110,5,2,-2
110,6,-1,0
110,7,1,-3
110,8,1,1
110,9,1,1
110,10,1,1
110,11,1,1
110,12,1,1
110,13,-2,2
110,14,1,0
110,15,-1,3
110,16,-1,-2
110,17,0,0
110,18,-2,0
110,19,0,-2
110,20,-1,1
110,21,1,-2
110,22,0,1
110,23,0,-1
110,24,1,0
110,25,-2,0
110,26,2,0
110,27,-2,0
110,28,1,1
110,29,1,2
110,30,0,-1
110,31,2,3
110,32,-3,-2
110,33,0,-1
110,34,-2,-1
110,35,-1,-3
110,36,1,0
110,37,1,-2
110,38,0,0
110,39,1,-1
110,40,-1,0
110,41,2,1
110,42,0,1
110,43,1,-1
110,44,3,2
110,45,-3,2
110,46,2,0
110,47,-1,5
111,0,-1,-2
111,1,-2,-1
111,2,-2,1
111,3,0,-3
111,4,0,0
111,5,-1,-3
111,6,1,1
111,7,0,-1
111,8,1,-2
111,9,0,1
111,10,0,1
111,11,2,1
111,12,0,0
111,13,-1,3
111,14,1,1
111,15,2,3
111,16,0,-2
111,17,0,0
111,18,-2,0
111,19,0,-3
111,20,0,1
111,21,0,0
111,22,0,-1
111,23,-1,1
111,24,0,0
111,25,0,0
111,26,0,0
111,27,2,-1
111,28,0,1
111,29,0,0
111,30,2,1
111,31,-1,3
111,32,-2,-3
111,33,-1,1
111,34,-1,-2
111,35,0,-1
111,36,-1,0
111,37,0,1
111,38,1,-4
111,39,-1,1
111,40,2,-1
111,41,1,1
111,42,-1,0
111,43,0,1
111,44,1,0
111,45,0,1
111,46,1,2
111,47,1,3
112,0,0,0
112,1,0,0
112,2,0,0
112,3,0,0
112,4,0,0
112,5,0,0
112,6,0,0
112,7,0,0
112,8,0,0
112,9,0,0
112,10,0,0
112,11,0,0
112,12,0,0
112,13,0,0
112,14,0,0
112,15,0,0
112,16,-1,-3
112,17,1,0
112,18,-4,0
112,19,1,0
112,20,-1,0
112,21,1,-1
112,22,-4,-1
112,23,1,-1
112,24,-1,3
112,25,1,0
112,26,2,0
112,27,1,0
112,28,-1,0
112,29,1,1
112,30,2,1
112,31,1,1
112,32,-2,-1
112,33,0,0
112,34,-2,-1
112,35,-1,0
112,36,-1,-1
112,37,0,-1
112,38,-1,-1
112,39,0,-2
112,40,0,1
112,41,2,0
112,42,0,1
112,43,3,0
112,44,-1,1
112,45,2,1
112,46,-1,1
112,47,2,2
113,0,-2,-3
113,1,0,0
113,2,-4,-2
113,3,0,-1
113,4,1,0
113,5,0,-1
113,6,0,0
113,7,0,-1
113,8,0,1
113,9,0,0
113,10,2,0
113,11,0,-1
113,12,1,2
113,13,0,1
113,14,2,2
113,15,0,3
113,16,-1,-2
113,17,0,-1
113,18,-1,-1
113,19,0,1
113,20,0,0
113,21,0,-2
113,22,-3,-1
113,23,0,-1
113,24,1,2
113,25,0,-1
113,26,1,1
113,27,0,1
113,28,0,0
113,29,0,0
113,30,3,1
113,31,0,3
113,32,-2,-4
113,33,-2,1
113,34,-1,-1
113,35,-1,0
113,36,-1,-2
113,37,-2,0
113,38,2,-1
113,39,0,0
113,40,0,-2
113,41,0,1
113,42,1,1
113,43,3,0
113,44,-1,0
113,45,0,2
113,46,2,1
113,47,2,4
114,0,-3,-1
114,1,-1,-1
114,2,0,-1
114,3,-3,0
114,4,2,-2
114,5,0,1
114,6,0,-1
114,7,0,0
114,8,-1,-1
114,9,1,1
114,10,0,-1
114,11,1,0
114,12,2,0
114,13,0,3
114,14,0,-1
114,15,2,4
114,16,-3,0
114,17,1,0
114,18,0,-1
114,19,1,0
114,20,-2,0
114,21,1,0
114,22,-1,-1
114,23,1,0
114,24,-1,0
114,25,1,0
114,26,0,1
114,27,1,0
114,28,-2,0
114,29,1,0
114,30,1,1
114,31,1,0
114,32,-1,0
114,33,-1,-1
114,34,1,0
114,35,0,0
114,36,-1,0
114,37,-1,0
114,38,1,0
114,39,0,-1
114,40,-1,0
114,41,1,1
114,42,1,0
114,43,0,0
114,44,-1,0
114,45,1,0
114,46,1,0
114,47,0,1
115,0,0,-1
115,1,-1,0
115,2,0,1
115,3,1,0
115,4,0,-1
115,5,-1,0
115,6,0,1
115,7,1,0
115,8,0,-1
115,9,-1,0
115,10,0,1
115,11,1,0
115,12,0,-1
115,13,-1,0
115,14,0,1
115,15,1,0
115,16,-1,-2
115,17,-1,0
115,18,0,0
115,19,-3,0
115,20,0,-1
115,21,0,0
115,22,0,-1
115,23,-3,-3
115,24,1,2
115,25,1,0
115,26,0,0
115,27,3,0
115,28,0,1
115,29,0,0
115,30,0,1
115,31,3,3
115,32,-1,-2
115,33,0,0
115,34,-3,-1
115,35,0,0
115,36,0,-1
115,37,0,-1
115,38,-1,-1
115,39,0,-2
115,40,1,2
115,41,0,0
115,42,3,1
115,43,0,0
115,44,0,1
115,45,0,1
115,46,1,1
115,47,0,2
116,0,0,-1
116,1,0,0
116,2,-1,0
116,3,-1,-1
116,4,0,0
116,5,0,0
116,6,-1,-1
116,7,0,-1
116,8,0,1
116,9,0,0
116,10,1,0
116,11,1,1
116,12,0,0
116,13,0,0
116,14,1,1
116,15,0,1
116,16,-1,-2
116,17,0,1
116,18,-1,-1
116,19,-1,0
116,20,0,-1
116,21,-1,-1
116,22,0,-1
116,23,-2,-1
116,24,1,0
116,25,0,1
116,26,1,-1
116,27,1,2
116,28,0,-1
116,29,1,3
116,30,0,-1
116,31,2,3
116,32,-1,-1
116,33,0,-1
116,34,-2,0
116,35,0,0
116,36,-1,0
116,37,1,-4
116,38,0,1
116,39,-1,-2
116,40,1,1
116,41,0,-1
116,42,2,0
116,43,0,2
116,44,1,0
116,45,-1,2
116,46,0,-1
116,47,1,4
117,0,-2,0
117,1,-1,-3
117,2,-1,0
117,3,-1,-1
117,4,0,0
117,5,1,-2
117,6,-1,0
117,7,2,1
117,8,-2,0
117,9,3,-1
117,10,-1,0
117,11,1,1
117,12,0,0
117,13,1,2
117,14,-1,0
117,15,2,3
117,16,-1,-3
117,17,-3,-1
117,18,0,1
117,19,-2,-3
117,20,1,0
117,21,-1,0
117,22,0,1
117,23,1,1
117,24,-1,-1
117,25,-1,-1
117,26,0,1
117,27,2,-3
117,28,1,0
117,29,1,2
117,30,0,1
117,31,3,5
117,32,0,0
117,33,0,-1
117,34,0,0
117,35,0,1
117,36,0,0
117,37,0,-1
117,38,0,0
117,39,0,1
117,40,0,0
117,41,0,-1
117,42,0,0
117,43,0,1
117,44,0,0
117,45,0,-1
117,46,0,0
117,47,0,1
118,0,-2,-1
118,1,0,-2
118,2,-2,1
118,3,-2,-3
118,4,1,0
118,5,-1,0
118,6,0,0
118,7,0,-1
118,8,0,1
118,9,0,0
118,10,2,-1
118,11,0,1
118,12,1,0
118,13,1,2
118,14,0,0
118,15,2,3
118,16,-2,-2
118,17,-1,-2
118,18,-1,2
118,19,-2,-4
118,20,0,0
118,21,1,1
118,22,0,-1
118,23,-2,-2
118,24,2,2
118,25,-1,0
118,26,1,-2
118,27,2,2
118,28,0,0
118,29,1,1
118,30,0,1
118,31,2,4
118,32,-2,0
118,33,-2,-2
118,34,0,0
118,35,-2,-1
118,36,0,-2
118,37,1,0
118,38,0,0
118,39,-1,-1
118,40,2,0
118,41,0,0
118,42,0,0
118,43,2,-1
118,44,0,2
118,45,1,2
118,46,0,0
118,47,1,3
119,0,-1,-2
119,1,-2,0
119,2,-1,0
119,3,0,-1
119,4,0,-1
119,5,0,0
119,6,0,0
119,7,2,1
119,8,1,-2
119,9,-2,0
119,10,1,2
119,11,0,-1
119,12,0,1
119,13,0,0
119,14,0,2
119,15,2,1
119,16,-1,-1
119,17,-1,-3
119,18,-1,0
119,19,-2,-1
119,20,0,-1
119,21,1,0
119,22,-1,-1
119,23,0,0
119,24,1,1
119,25,-1,-1
119,26,1,0
119,27,2,1
119,28,0,1
119,29,1,0
119,30,1,1
119,31,0,4
119,32,-1,-4
119,33,0,-1
119,34,-2,1
119,35,2,-2
119,36,0,0
119,37,-2,-1
119,38,0,1
119,39,2,0
119,40,-1,0
119,41,0,-1
119,42,-2,1
119,43,4,0
119,44,-2,0
119,45,2,-1
119,46,0,1
119,47,0,6
120,0,-2,-2
120,1,0,-1
120,2,0,1
120,3,-3,-3
120,4,1,-1
120,5,0,2
120,6,0,-2
120,7,0,-2
120,8,0,2
120,9,0,-1
120,10,0,-1
120,11,1,1
120,12,1,1
120,13,0,0
120,14,0,2
120,15,2,4
120,16,0,-3
120,17,-2,0
120,18,0,-1
120,19,-3,-2
120,20,1,-1
120,21,0,1
120,22,0,-1
120,23,1,-1
120,24,0,1
120,25,0,0
120,26,0,-1
120,27,3,2
120,28,-1,-1
120,29,2,3
120,30,0,-1
120,31,-1,5
120,32,-1,-1
120,33,-2,0
120,34,0,-2
120,35,-1,0
120,36,1,-1
120,37,0,-1
120,38,0,0
120,39,0,0
120,40,-1,-1
120,41,2,2
120,42,0,-2
120,43,1,2
120,44,1,-1
120,45,0,3
120,46,0,0
120,47,0,2
121,0,0,-2
121,1,-2,-1
121,2,0,0
121,3,-1,-1
121,4,-1,1
121,5,1,-1
121,6,0,-1
121,7,0,1
121,8,0,0
121,9,0,-1
121,10,0,0
121,11,-1,1
121,12,1,1
121,13,1,-1
121,14,0,1
121,15,2,3
121,16,0,0
121,17,0,0
121,18,0,0
121,19,0,0
121,20,0,0
121,21,0,0
121,22,0,0
121,23,0,0
121,24,0,0
121,25,0,0
121,26,0,0
121,27,0,0
121,28,0,0
121,29,0,0
121,30,0,0
121,31,0,0
121,32,-2,-1
121,33,-2,-1
121,34,0,1
121,35,0,-2
121,36,0,0
121,37,-1,-3
121,38,0,1
121,39,0,-2
121,40,2,-1
121,41,0,1
121,42,0,1
121,43,2,2
121,44,0,-2
121,45,-1,3
121,46,0,1
121,47,2,2
122,0,0,-2
122,1,-1,1
122,2,0,0
122,3,1,-1
122,4,-2,0
122,5,1,0
122,6,0,0
122,7,-1,-2
122,8,0,2
122,9,1,-1
122,10,0,0
122,11,-1,1
122,12,2,0
122,13,-1,0
122,14,0,0
122,15,1,2
122,16,-1,0
122,17,-1,-2
122,18,-1,0
122,19,0,-2
122,20,0,0
122,21,0,0
122,22,0,0
122,23,-1,0
122,24,1,0
122,25,-1,0
122,26,1,0
122,27,0,0
122,28,0,0
122,29,2,2
122,30,0,0
122,31,1,2
122,32,-1,-1
122,33,-2,-1
122,34,0,0
122,35,-1,-1
122,36,-1,-1
122,37,1,0
122,38,0,-1
122,39,-2,-2
122,40,1,1
122,41,2,1
122,42,0,0
122,43,1,1
122,44,1,1
122,45,-1,0
122,46,0,1
122,47,2,2
123,0,-2,-2
123,1,-1,-1
123,2,-1,-1
123,3,2,0
123,4,1,-2
123,5,-3,0
123,6,0,1
123,7,0,-1
123,8,0,-2
123,9,-1,3
123,10,1,-1
123,11,0,2
123,12,1,-2
123,13,1,2
123,14,0,1
123,15,2,3
123,16,-3,-2
123,17,1,0
123,18,-1,-1
123,19,-1,-1
123,20,0,-1
123,21,1,2
123,22,-3,-3
123,23,2,1
123,24,-1,0
123,25,1,0
123,26,-1,-1
123,27,1,1
123,28,0,-1
123,29,1,2
123,30,1,1
123,31,2,3
123,32,-1,-2
123,33,-1,-1
123,34,-2,-2
123,35,0,2
123,36,-1,-2
123,37,0,1
123,38,0,-1
123,39,0,-3
123,40,1,0
123,41,1,1
123,42,0,0
123,43,0,0
123,44,1,0
123,45,0,3
123,46,2,-1
123,47,0,5
124,0,-1,-2
124,1,0,0
124,2,-1,-1
124,3,-2,0
124,4,0,-2
124,5,0,1
124,6,-1,-2
124,7,0,-1
124,8,1,0
124,9,0,2
124,10,1,-1
124,11,2,2
124,12,0,0
124,13,0,1
124,14,1,0
124,15,0,3
124,16,-1,-2
124,17,-4,0
124,18,1,-1
124,19,-1,-2
124,20,-1,0
124,21,2,-1
124,22,1,-1
124,23,0,2
124,24,-1,-2
124,25,0,2
124,26,1,-1
124,27,1,0
124,28,-1,0
124,29,2,3
124,30,1,-1
124,31,0,4
124,32,0,0
124,33,-2,-1
124,34,0,0
124,35,-1,-1
124,36,0,0
124,37,0,-2
124,38,0,0
124,39,0,-1
124,40,0,0
124,41,2,1
124,42,0,0
124,43,1,1
124,44,0,0
124,45,0,2
124,46,0,0
124,47,0,1
125,0,0,-2
125,1,-1,0
125,2,0,0
125,3,1,2
125,4,0,-2
125,5,-1,0
125,6,0,0
125,7,1,2
125,8,0,-2
125,9,-1,0
125,10,0,0
125,11,1,2
125,12,0,-2
125,13,-1,0
125,14,0,0
125,15,1,2
125,16,-3,-1
125,17,0,-2
125,18,-2,0
125,19,-3,-3
125,20,1,0
125,21,0,-2
125,22,0,1
125,23,0,-4
125,24,1,1
125,25,0,2
125,26,2,-2
125,27,3,3
125,28,1,0
125,29,0,2
125,30,0,1
125,31,0,4
125,32,-1,-1
125,33,-1,-1
125,34,0,-2
125,35,0,-1
125,36,-1,0
125,37,1,0
125,38,-2,0
125,39,0,0
125,40,1,1
125,41,-1,-1
125,42,0,2
125,43,0,-1
125,44,1,0
125,45,1,2
125,46,2,0
125,47,0,2
126,0,-3,-1
126,1,0,0
126,2,0,-2
126,3,0,0
126,4,1,0
126,5,-1,0
126,6,0,0
126,7,-1,0
126,8,1,-1
126,9,0,2
126,10,0,-2
126,11,0,2
126,12,1,-2
126,13,1,2
126,14,0,0
126,15,1,2
126,16,-1,-2
126,17,-1,-1
126,18,0,1
126,19,-3,-4
126,20,1,0
126,21,0,1
126,22,0,-2
126,23,1,-1
126,24,-1,2
126,25,1,-1
126,26,0,-1
126,27,1,2
126,28,1,0
126,29,0,1
126,30,0,2
126,31,1,3
126,32,-1,-1
126,33,-2,-1
126,34,-1,0
126,35,1,0
126,36,0,-2
126,37,-2,0
126,38,0,0
126,39,1,-1
126,40,1,-1
126,41,0,1
126,42,1,2
126,43,1,0
126,44,0,0
126,45,0,0
126,46,0,2
126,47,1,1
127,0,-1,-1
127,1,0,0
127,2,0,0
127,3,-1,-1
127,4,-1,0
127,5,0,0
127,6,0,-1
127,7,0,-1
127,8,-1,1
127,9,0,0
127,10,2,0
127,11,1,1
127,12,-1,0
127,13,0,0
127,14,2,1
127,15,0,1
127,16,-2,-2
127,17,-1,-1
127,18,-2,0
127,19,1,-2
127,20,1,0
127,21,-2,-1
127,22,1,2
127,23,0,0
127,24,0,-2
127,25,-1,1
127,26,0,0
127,27,1,0
127,28,1,0
127,29,0,1
127,30,1,2
127,31,2,2
127,32,-2,-2
127,33,-2,0
127,34,0,0
127,35,1,-1
127,36,0,-2
127,37,-1,0
127,38,1,0
127,39,0,-1
127,40,0,0
127,41,0,0
127,42,0,0
127,43,1,1
127,44,2,0
127,45,-1,0
127,46,-1,4
127,47,2,1
128,0,-3,-2
128,1,-1,-1
128,2,-2,0
128,3,1,-2
128,4,0,0
128,5,0,-1
128,6,-1,2
128,7,2,0
128,8,-1,-2
128,9,-1,1
128,10,0,0
128,11,1,0
128,12,0,0
128,13,2,1
128,14,-1,2
128,15,4,2
128,16,-3,-2
128,17,1,-1
128,18,-1,1
128,19,0,-3
128,20,1,1
128,21,-1,-1
128,22,2,0
128,23,-2,2
128,24,-1,0
128,25,1,-1
128,26,-1,-1
128,27,0,1
128,28,3,1
128,29,-1,-1
128,30,0,0
128,31,2,4
128,32,0,0
128,33,-2,-1
128,34,0,0
128,35,-1,-1
128,36,0,0
128,37,0,-2
128,38,0,0
128,39,0,-1
128,40,0,0
128,41,2,1
128,42,0,0
128,43,1,1
128,44,0,0
128,45,0,2
128,46,0,0
128,47,0,1
129,0,-2,-2
129,1,-1,0
129,2,-2,-1
129,3,1,-1
129,4,1,-1
129,5,-1,0
129,6,1,1
129,7,1,1
129,8,0,-2
129,9,-1,0
129,10,0,1
129,11,1,-1
129,12,1,1
129,13,-1,0
129,14,1,3
129,15,1,1
129,16,-2,-2
129,17,-1,-1
129,18,-1,0
129,19,-3,-2
129,20,0,-1
129,21,1,0
129,22,-1,-1
129,23,1,-1
129,24,2,0
129,25,-1,1
129,26,1,0
129,27,1,0
129,28,0,3
129,29,1,0
129,30,1,1
129,31,1,3
129,32,-1,0
129,33,-1,-1
129,34,-1,-1
129,35,0,0
129,36,0,-1
129,37,-1,0
129,38,0,-1
129,39,0,-1
129,40,1,0
129,41,1,1
129,42,1,1
129,43,0,0
129,44,0,1
129,45,1,0
129,46,0,1
129,47,0,1
130,0,-1,-1
130,1,0,-1
130,2,0,-1
130,3,-1,1
130,4,1,-1
130,5,0,1
130,6,0,-1
130,7,1,3
130,8,-1,-1
130,9,0,-1
130,10,0,-1
130,11,-1,1
130,12,1,-1
130,13,0,1
130,14,0,-1
130,15,1,3
130,16,-1,0
130,17,0,0
130,18,-1,-1
130,19,0,0
130,20,0,-1
130,21,0,0
130,22,0,-1
130,23,0,0
130,24,1,0
130,25,0,0
130,26,1,1
130,27,0,0
130,28,0,1
130,29,0,0
130,30,0,1
130,31,0,0
130,32,-2,-1
130,33,-2,-1
130,34,0,0
130,35,0,-2
130,36,-3,0
130,37,1,-1
130,38,0,-1
130,39,0,-2
130,40,-2,1
130,41,4,1
130,42,0,0
130,43,2,2
130,44,-1,0
130,45,1,1
130,46,0,1
130,47,2,2
131,0,-4,-3
131,1,-1,0
131,2,0,0
131,3,-1,-3
131,4,-1,1
131,5,1,-1
131,6,1,1
131,7,-1,-2
131,8,-2,1
131,9,1,0
131,10,0,-2
131,11,1,1
131,12,-1,1
131,13,3,1
131,14,-1,1
131,15,5,4
131,16,-1,-2
131,17,0,0
131,18,-1,-1
131,19,0,1
131,20,-1,0
131,21,2,0
131,22,-1,-1
131,23,2,3
131,24,-1,-2
131,25,0,0
131,26,-1,-1
131,27,0,1
131,28,-1,0
131,29,2,0
131,30,-1,-1
131,31,2,3
131,32,0,-3
131,33,-1,1
131,34,0,0
131,35,0,-3
131,36,-1,2
131,37,0,-1
131,38,0,-1
131,39,-1,1
131,40,0,-1
131,41,1,1
131,42,0,0
131,43,0,-1
131,44,1,2
131,45,0,-1
131,46,0,1
131,47,1,3
132,0,-1,-3
132,1,0,1
132,2,0,-1
132,3,-1,-1
132,4,-1,0
132,5,0,0
132,6,0,0
132,7,1,-3
132,8,-1,3
132,9,0,-1
132,10,2,1
132,11,1,1
132,12,-1,0
132,13,0,0
132,14,2,0
132,15,-1,3
132,16,0,-2
132,17,-1,1
132,18,-1,-2
132,19,0,1
132,20,-1,-1
132,21,1,-1
132,22,-1,-1
132,23,0,-1
132,24,0,0
132,25,1,1
132,26,1,0
132,27,0,1
132,28,1,-1
132,29,-1,3
132,30,1,-1
132,31,0,3
132,32,0,0
132,33,0,0
132,34,0,0
132,35,0,0
132,36,0,0
132,37,0,0
132,38,0,0
132,39,0,0
132,40,0,0
132,41,0,0
132,42,0,0
132,43,0,0
132,44,0,0
132,45,0,0
132,46,0,0
132,47,0,0
133,0,-1,-2
133,1,-3,-2
133,2,0,0
133,3,-3,-3
133,4,-1,0
133,5,3,0
133,6,0,-1
133,7,0,-2
133,8,1,0
133,9,1,2
133,10,0,0
133,11,1,1
133,12,1,2
133,13,-1,0
133,14,0,1
133,15,2,4
133,16,-1,-1
133,17,1,-1
133,18,-2,0
133,19,0,0
133,20,-1,0
133,21,1,-1
133,22,-2,-1
133,23,1,0
133,24,-1,1
133,25,1,-1
133,26,0,0
133,27,2,2
133,28,-1,0
133,29,1,-1
133,30,0,1
133,31,1,2
133,32,-1,-2
133,33,-1,0
133,34,-1,-1
133,35,1,2
133,36,0,-3
133,37,-1,0
133,38,0,-1
133,39,1,2
133,40,1,-2
133,41,-1,0
133,42,1,1
133,43,1,2
133,44,0,-1
133,45,-1,0
133,46,0,1
133,47,1,2
134,0,-2,-1
134,1,0,0
134,2,-2,-2
134,3,1,0
134,4,-1,0
134,5,2,-2
134,6,-2,1
134,7,1,-2
134,8,-2,1
134,9,2,0
134,10,0,0
134,11,1,0
134,12,1,0
134,13,0,2
134,14,0,1
134,15,1,2
134,16,-1,-3
134,17,-1,-1
134,18,0,1
134,19,-3,0
134,20,1,-2
134,21,-1,-1
134,22,0,1
134,23,1,-3
134,24,1,1
134,25,-1,-1
134,26,0,1
134,27,5,2
134,28,-1,0
134,29,-1,-1
134,30,0,1
134,31,1,5
134,32,0,-1
134,33,-2,-2
134,34,-1,0
134,35,-1,0
134,36,0,1
134,37,1,-2
134,38,-1,-1
134,39,1,2
134,40,0,-1
134,41,0,0
134,42,1,0
134,43,-1,0
134,44,0,1
134,45,1,0
134,46,1,1
134,47,1,2
135,0,-3,-2
135,1,0,0
135,2,-2,-2
135,3,1,-2
135,4,0,0
135,5,-1,0
135,6,1,-2
135,7,-2,2
135,8,3,-2
135,9,0,2
135,10,0,0
135,11,1,0
135,12,0,0
135,13,1,2
135,14,1,0
135,15,0,4
135,16,-2,-2
135,17,0,-1
135,18,-1,-2
135,19,0,1
135,20,1,0
135,21,0,-2
135,22,-3,0
135,23,0,-1
135,24,0,2
135,25,0,-1
135,26,1,0
135,27,0,1
135,28,1,0
135,29,0,0
135,30,3,2
135,31,0,3
135,32,-1,-2
135,33,-2,-1
135,34,-1,-1
135,35,1,-1
135,36,-2,-1
135,37,2,0
135,38,0,-1
135,39,-1,0
135,40,1,2
135,41,0,-3
135,42,1,1
135,43,-1,1
135,44,2,1
135,45,0,0
135,46,0,1
135,47,1,4
136,0,-1,-1
136,1,-1,-1
136,2,0,1
136,3,1,-2
136,4,-1,0
136,5,-1,0
136,6,1,0
136,7,-2,-2
136,8,1,1
136,9,1,1
136,10,0,-1
136,11,-1,2
136,12,1,0
136,13,1,0
136,14,-1,0
136,15,2,2
136,16,-3,0
136,17,0,-2
136,18,-2,0
136,19,-1,-2
136,20,1,0
136,21,-1,0
136,22,1,0
136,23,0,0
136,24,1,0
136,25,0,0
136,26,2,0
136,27,-1,0
136,28,1,0
136,29,1,2
136,30,-1,0
136,31,2,2
136,32,-1,-1
